phases,average probability Tc>300K
C Fe Ho,0.7099941238
Fe Tc Nd,0.7099927068999999
Fe Ga Pb,0.7099619794333331
Ti Fe Kr,0.7099539815333337
Fe Mo Ce,0.7099385191999998
Fe Ta Th,0.7099233414999998
Sc Fe Mo,0.7098785756333333
Fe Ni Ta,0.7098620196666663
Cr Fe Re,0.709853082233333
Si Fe Nd,0.7098274296666676
Si Fe Ga,0.7098075464333337
Fe Ni Zr,0.7098071073000003
Cr Fe Nb,0.7097814936333334
Fe Ni Lu,0.7097574480999995
C V Fe,0.7096983866999996
N Fe Sr,0.7096949578
Fe Ho Re,0.7096789930999998
Fe Ho Hf,0.7096680411000006
Fe Tb Re,0.7096438708000004
Fe Nb Tb,0.7096338145333332
Fe Ge Nd,0.7096275697333334
N Fe Kr,0.7096263360333331
Fe Tb Hf,0.7096100709000005
Ti Fe Os,0.7096082834000003
Fe Y Ba,0.709583483866667
Cr Fe Hf,0.709580851133333
Sc Ti Fe,0.7095707767000001
Ti Fe Pt,0.709553471999999
Fe Nb Ho,0.7095480235666674
Fe Nd Pa,0.7095467131333333
Fe Pr Hf,0.7095364001666662
C Fe Tb,0.7095242977000007
Fe Sm Os,0.7094954865333333
Ti Fe Cd,0.7094584952999997
Fe Nd Np,0.7094321573666662
V Fe Th,0.7094149535666666
Si Fe Dy,0.7093692527333341
Fe Dy Pb,0.7093320528999999
Fe Mo Cd,0.7093134960333338
Fe Gd Th,0.7092825370333333
Sc Fe Sm,0.7092491551999996
Fe Ni Pr,0.7092333127666665
Fe Ga Tc,0.7091981429666674
Fe Ga Hg,0.7091935348333331
C Fe Nb,0.7091842214333339
Fe Er Pb,0.7091543435666666
Fe Lu Th,0.7090567905999998
Fe Y Ac,0.7090488662666665
Fe Zr Th,0.7089902758666663
Fe Nd Yb,0.7089509893666665
Fe Dy Pu,0.7089509521000003
Fe Kr Sm,0.7089401653999997
Cr Fe Ni,0.7089331804000001
Fe W Re,0.7089213489999999
Ti Fe Ba,0.7089023401333333
Fe Ta Pb,0.7088824968666665
Fe Mo Ir,0.7088501934333328
Ti Fe Ce,0.7088452944333331
Fe Y Pt,0.7087977105999996
Fe Xe Nd,0.708792991733333
Fe Pm Dy,0.7087276331000002
Fe Ni W,0.7087201044333327
Cr Fe Th,0.7086810259000005
N Fe Ba,0.7086791220333327
Si Fe Er,0.7086710313333335
Fe Ga Pu,0.7086613883666667
Fe Cu Mo,0.7085787443333336
Fe Ho Th,0.7085098009
Fe Ni Gd,0.7084843798333331
Fe Ni Tm,0.7084637449666666
Fe Tc Dy,0.7084226571333333
Fe Hf W,0.7084213041333339
Fe Tm Th,0.7084192648000003
Fe Ga Ge,0.7084145768666668
V Fe Ni,0.7084053919000005
Fe Ga Pm,0.7083886136666668
Fe Ge Dy,0.7083672661
Fe Tb Th,0.7083659112666663
Fe Er Pu,0.7083656315666671
Fe Cd Sm,0.7083453457000001
Si Fe Ta,0.7082771948000006
Fe Y Os,0.7082768554666663
Fe Zr Pb,0.7082247102666663
Sc Fe Y,0.7081887975000002
Fe Nd Ac,0.7081481163666669
Fe Ta Pu,0.708144131833333
Fe Sr Nd,0.708126336433333
Fe Pm Er,0.7081058846333332
Fe Dy Hg,0.7081036777666664
N Fe Ge,0.7080985012333333
Fe Nb W,0.7080893497
Fe Kr Y,0.7080505435333335
Fe Mo Eu,0.7080040431666665
Fe Pr Th,0.7079835018000004
Fe Ge Er,0.7079298945666661
V Fe Pb,0.7079269482333329
Fe Ba Nd,0.7078796237333337
Fe Tc Er,0.7078673801666667
Fe Ce Sm,0.7078567517666671
Be Fe Co,0.7078497542666662
C Fe Hf,0.7078289133333336
Fe Zr Tc,0.7078154085666671
N Fe Cd,0.7077703582000001
Fe Ni Ho,0.7077569172333334
Si Fe Lu,0.7077320033666666
Fe Nb Hf,0.7076933617999995
Fe Nb Re,0.7076900681999997
Fe Pm Ta,0.7076686718000001
B Fe In,0.7076560391000001
Fe Pm Lu,0.7076514990666665
Cr Fe Pb,0.7076442500666664
Fe Ga Pa,0.7076336925333336
Fe Er Hg,0.7076248150000005
Fe Dy Np,0.7075914311333339
Fe Dy Pa,0.7075786585999999
Fe Ta Hg,0.7075739215333334
C Fe Re,0.7075449508000006
Fe Ga Np,0.7075220601000005
Fe Lu Pb,0.7074884274000003
Fe Lu Pu,0.7074630420666667
B Al Fe,0.7074520424999999
Fe Sr Dy,0.7074444493666662
Fe Ni Tb,0.7074187722000002
Fe Ga Xe,0.7073977457666669
Si Cr Fe,0.7073877115666662
Fe Nd Pt,0.7073788446000004
Fe Zr Pu,0.7073762196999999
Fe Gd Pu,0.7073746568000001
Fe Cu Sm,0.7073524458000007
Fe Ge Lu,0.7072989707666673
V Fe Tc,0.7072913172333337
Cr Fe Tc,0.7072803083333336
Fe Hf Re,0.7072670652666665
C Fe W,0.7072654179666668
Fe Tm Pb,0.7072625865666664
Fe Ge Ta,0.7072085922666669
Fe Sm Ir,0.7072017646333341
Si Fe Zr,0.7071974215333329
Fe Gd Pb,0.7071910063666662
Fe Ga Sr,0.7071686049000004
Fe Dy Yb,0.7071082488
Fe Ta Np,0.7071075560666674
Fe Ni Nb,0.7070716384999999
