phases,av. probability
La Er Lu,0.3061247216499999
Na Zr Pu,0.3061248794633331
Be N Rh,0.30612514146666636
Ag Pb Pu,0.30613140780333337
Cd Sn Np,0.30613266266333333
Ru Pm Pb,0.30613576279666677
Ca Mo Ce,0.3061379536833333
La Hf Os,0.30614448657000004
Pr Lu Os,0.3061450798166666
C Dy Pb,0.30614697980000005
In Xe Hg,0.3061520324233331
Mg Ni La,0.30615363426333336
He Ge Tb,0.3061582938033332
Ga As Os,0.30616032189766673
In Sb Er,0.30616211568999996
Ba Sm Er,0.3061652486666665
N Ti Pm,0.30617155197999985
N Nb Os,0.30617201787333315
Cr Rb U,0.30617783522333314
K Zn Er,0.30618035636666663
Y Nd Th,0.3061839268499999
He Ho Hf,0.3061843977833331
N Ge Zr,0.3061861844899998
P Xe W,0.30618881924999986
Ru Bi Pu,0.3061888959733332
N Sm Au,0.30619072975666656
Na Xe Au,0.30619132236666646
Kr Y Er,0.3061956272133333
Sb Ba Ir,0.3061971391966666
He Ga Tl,0.30620153875333306
Tc Eu W,0.3062053913166666
Nb Ac Pa,0.306205573123333
Li C Zn,0.3062066328166665
Sn Re Tl,0.3062098531499998
Tb Hf Np,0.30621849781333343
As Yb Lu,0.3062241490566666
Lu Hf Pu,0.30622606231333316
Sr Tm Yb,0.3062278736866666
Ca W U,0.3062281559366666
N In Ta,0.3062295943533335
Ca Pm Ta,0.3062302075633335
Sc As W,0.30623482867999985
As W Hg,0.30623484363666653
Sn Pr Lu,0.30624197485666677
Ca Y Er,0.30624199813499997
Na Ru La,0.3062428825499998
Eu Er Tm,0.3062453154033334
Tc Er Hg,0.3062457198776666
Gd Dy Tm,0.30625074212999986
P Yb Ac,0.3062523270733334
Na Si Mo,0.3062538528743334
N Cr Ga,0.3062552705533333
Na Mo Dy,0.30625936353133326
Be Ta Hg,0.3062604972749999
Mg Cu Np,0.30626176175
H Zn Pd,0.30626619507333336
N Cu As,0.3062722872566667
As W U,0.3062729718133332
Ru Pb Np,0.3062768306766664
N Ho Au,0.30627699209999987
Ba Ta Th,0.30627757326666666
In Eu Pu,0.30628062567999986
Ru La Pb,0.30628214740333337
Kr Cd Os,0.30628235720666663
N Ti Pa,0.3062834750266666
Si Hg Tl,0.3062836256366667
La Ta Ac,0.30628617994666657
Ca Ta Pa,0.3062943961199999
Si Tc Tl,0.3062964232466666
As Er Re,0.3062972476166665
Cr Kr La,0.3062982489166666
K Nd Au,0.30630333111333335
Gd Tm Os,0.30630427535
Cd Sn Th,0.3063073995199998
Cd Pr Pm,0.30631053553666643
Y Eu Gd,0.30631421025999983
Mg Mn Re,0.3063157709499999
Na Al Pm,0.3063159410133332
Si Ag Cs,0.30631609070666665
B Mg Nd,0.30631850698466645
Sc Sn Nd,0.30632615957000003
Ga As Gd,0.30633402830666634
C Tc Ac,0.30634405815666665
Si P U,0.3063478575599998
Cd Ba Tb,0.30634891750999976
Mo Tc Bi,0.3063512462899999
Rb Zr Xe,0.30635134942000003
He Cd Os,0.30635410830333326
Ge Xe Nd,0.3063542053399998
Na Al Np,0.3063545230199998
P Rb Mo,0.30635768816466663
Nd Os Tl,0.3063590896666665
Ce Sm Er,0.3063597107233332
Ba Au Pb,0.30636152180999987
Sc Yb Th,0.30636396229666635
Sm Tl U,0.3063669406766667
Sc Ba W,0.3063670310299998
Ca In Gd,0.30637044181333317
Cd Pm Hg,0.306372224195
He Ag Ba,0.30637663283999983
Li Ti Sr,0.30637823032666645
Si Th U,0.3063792098933332
Y La Sm,0.3063814809566667
Sc Nd Gd,0.30638323644
Be Ga Sm,0.3063915107699998
Tc Hf U,0.30639267398333314
P Hf Tl,0.30639594952666654
Rb Mo Sn,0.3063962897199998
He Si Os,0.3063964955566665
Sn Hf Th,0.3064003263933332
Be Cr Tl,0.3064016981233333
Y Ho Ac,0.3064104645933332
Ca Zn Ba,0.3064120993933333
Tb Hf Pa,0.3064146117
Li B In,0.3064148310533333
Ca Mo Pm,0.30641875579666683
Nb Ac Np,0.30642035131333323
Y Tb Th,0.3064234022533331
Ge La Re,0.3064256065899996
P Sc Sm,0.30642657718000005
Tb Tm Lu,0.3064294539433333
Li Ru Nd,0.3064330140566665
Be Tc Ru,0.30644388512333326
Kr In Pr,0.3064447109566665
Cr Ac Pu,0.30644594105666656
Xe Ce Ta,0.3064493680766667
Kr Xe Ir,0.3064507065999999
Y Pm Ho,0.3064549009199997
Tc Er Lu,0.3064588909166666
Cd In Pb,0.30646163562999995
Ag Sb Th,0.30646523855333324
Na P V,0.30647022088899994
K Zn In,0.3064767931086667
Ho Re Th,0.30647761428000003
Ta Hg Bi,0.30648005523500016
Na Si Ag,0.3064828297300001
Y Mo Cs,0.3064838886766666
Yb Os Pa,0.3064853879933333
N Nb Gd,0.30649087311333334
Na Al La,0.30649111913999993
Li Na Co,0.3064941995266665
Zr Cs Eu,0.3064952467899998
Kr In Hg,0.30649798428333325
Na Sn Ta,0.30650139145766647
Sb Ba Au,0.30651222270333317
Sr Ho Hf,0.30651234147333334
Na Mo Tm,0.30651270595333335
Li Tc Pt,0.3065200615566665
Gd Tb Lu,0.3065254507333333
P Sc Ho,0.30652797383999975
Yb Hg Th,0.3065303267533332
K Ti Pa,0.30653046241499965
Cd Hf Bi,0.30653505936333325
As Cd Gd,0.3065395921433331
N Zr Dy,0.3065408370666665
B Cs Np,0.30654083745399985
Mo Ba Pu,0.3065427903733332
La Er Os,0.3065449788133334
Be Ga Y,0.3065452566966666
La Ho Re,0.30654542174999994
Sn Hf Np,0.3065495703266668
In Er Bi,0.30655506783666664
He Na Au,0.30655886274
Ga Ce Eu,0.30656093861666645
Zn Bi Ac,0.30656278068666676
C Na Yb,0.3065651678466666
He In Pr,0.30656529978666647
V Cs Ce,0.30657180720999977
Eu Er U,0.3065737600199998
Mg Yb Pt,0.30657438483666655
Sr Cd Tb,0.30657584207999977
B Mg Os,0.30657634752999985
Ga Ba Tb,0.30658092046999985
Ag Sb Pm,0.30658549838000004
C Lu Bi,0.3065869956093334
La Yb Hg,0.3065880713533332
N Ru Ho,0.30659005358999997
Ba Tm Hf,0.3065914023066666
Ag Sb Pa,0.3065946489333332
Dy Hf Ac,0.30659559282999976
Ba W U,0.3065961090466668
Fe Se Rh,0.30659826739
Na Ge Mo,0.306602900687
Sr Yb Lu,0.3066041545966665
Cd Tl Th,0.30660717682333316
Sr Hf Re,0.30661021965333335
S Ni Ag,0.3066154761800001
He Mo Ac,0.3066234806933332
H Nb Rh,0.30662805995999987
Sc Gd Dy,0.30663061501666655
Kr Mo Ac,0.3066307226333333
Sn Eu Re,0.30663114903666644
Cr Xe Pu,0.3066327656599999
Y Ce Sm,0.3066332856899998
As In Nd,0.3066347790099999
He Mo Xe,0.30663480083666655
N Er Ta,0.30663590433333326
Nb Cs Dy,0.30663838755
Yb Hf Bi,0.30664255984333316
Ag Sb Np,0.3066448724966666
Eu W Th,0.30664545484666683
Ga Rb Ho,0.3066534701766667
Ho Er Pu,0.30665371182333334
La Nd Er,0.30665573585666683
Pr Sm Gd,0.30665821593999976
Ba La Ta,0.3066590866766664
Ca As Ta,0.3066608800166665
Xe Ir Pb,0.3066611987666666
Zn Cs Pr,0.306662545303333
Rb Ba Au,0.3066637101399999
Si K Zr,0.30666375600999984
Li Zr Nd,0.30666547375
Tc Sm Re,0.30666767733500006
As Kr Nb,0.30667035539
Ga Ho Pb,0.3066719347499999
Si Sc Th,0.30667702291
Sr Cd Lu,0.30668071923333345
C Sr Hg,0.30668203885666667
Kr Gd W,0.3066829350666665
He In Hg,0.3066890166399999
Tm Yb Np,0.3066895837066666
Sr In Nd,0.30669786108333313
Al As Bi,0.3066988896849999
Mg Co As,0.30670406510666653
C Rb Nd,0.30670504507666657
Cr Ba Th,0.30670692447666653
B Cs Pm,0.30670919313
Kr Tc Ta,0.3067118203033332
Al Sr Pb,0.30671560787333324
Ir Pb Ac,0.30671845503666684
Ca Mo Pa,0.30671984313333345
Sc Sn Tb,0.30672232857999987
Y La Dy,0.30672406245333333
Ga Kr Tc,0.30672565165666665
Sr Mo Ce,0.30672627110999995
Kr Mo Xe,0.3067262894266667
Si Ca Hf,0.3067266623766668
Pr Dy U,0.30672927365999986
Sm Er Pu,0.3067369981366666
He N Cu,0.3067468924333332
Ba Pr W,0.30674822731999984
Pr Pm W,0.30675456711000004
He Xe Ir,0.3067553338599999
In Hf Bi,0.30675783425333336
Rb Cd Yb,0.30676395535333323
K Er Ir,0.3067672241666665
Ba Nd Yb,0.3067694283199998
N Ru Sm,0.3067695214366664
Sn Lu U,0.3067729932133331
Ge Sn Hg,0.3067730167333333
Cr Sr Th,0.3067733997966666
P Gd Tb,0.306780684896667
C Os Bi,0.30678149755
Ce Ir Bi,0.30678198814666674
Ho W Bi,0.3067820504266667
Pr Nd Hg,0.30678332011333337
K Nb Yb,0.3067982725066665
Ca In Nd,0.30680103634999994
Ge Ag Cs,0.3068031457766666
C Ba Nd,0.30680598982666657
Nd Pm Hf,0.30680850538000015
Na Mo Re,0.30681101964433355
Ce Ho Re,0.3068167721199998
Ag Ce Pb,0.3068191265699998
Sc La Yb,0.30681980816333304
La Yb U,0.3068202518899999
Cr Sr Ce,0.30682206910333315
Tc Er U,0.3068258383033332
K Hf Ir,0.30682765111666654
C Si Bi,0.30682851687999996
Si La Dy,0.30682942712999983
He Kr Ag,0.3068328416333331
Pr Tm Os,0.30683307396333315
Pr Nd Os,0.3068330836666664
Be Cr U,0.30683864893999996
Li Ag Er,0.3068407400433332
Ga Sn Pa,0.30685099998333304
Ge Ce Lu,0.3068579644666664
H Mo Pd,0.3068601024983333
Na Tc Ru,0.30686038032666646
Sr Ag Ba,0.30686058446
Pm Ir Bi,0.30686689250999977
Ca Pr W,0.30687005062
Ge Mo Cs,0.30687405994666656
C Tc Xe,0.30687620250666664
C Sb Os,0.3068836012799998
K Ca Ti,0.30689534333333335
P Sc Y,0.30689667512999996
Y Tc Os,0.3068980339099999
Si Ce Tm,0.3069016281333335
Be Zn Pm,0.30690613763833324
K Zr Re,0.3069087621199998
Pr Tb Lu,0.30691005825333323
K Ti La,0.3069125076383332
Y Sm Np,0.3069155382233332
Y In Pb,0.3069198387166666
Nb Ba Ce,0.30692017045666653
Tc Xe Ta,0.3069224524433332
Rb Er W,0.3069259860733334
Be C Dy,0.30692683594333336
Na Al Pa,0.3069291180833331
Mg Ni Ac,0.30692980532333325
N Ag Hf,0.3069312889866667
Al Ge Cs,0.30693237594333317
Cr Y Cs,0.3069339021576666
Nd Hf Ac,0.30693590133999976
Cr Ba Ce,0.3069366524799999
He Cr Ce,0.3069383497533333
La Gd Hf,0.30694290288666665
Ce Dy Er,0.30694798856000016
Rb Mo Hg,0.30694839703999993
Sc Dy U,0.30694875292666635
Li Na Cu,0.306950085733333
Yb Lu Pa,0.3069503663499997
N Er Ir,0.3069525734533334
Ge La Dy,0.3069630498666667
N V Tc,0.3069638628166665
Er Yb Pb,0.30696459398000026
Nb Ba Th,0.30697085131333335
Tc Cd Eu,0.3069731819733333
Be Zn Ce,0.3069799914586666
Pr W Ac,0.3069814589700001
Ge Sr Er,0.3069886146933333
He Gd W,0.3069886485066667
Be Sc Mo,0.3069904521513335
Sn Sm Eu,0.30699098236999994
Ga Ba Nd,0.3069953136466665
Si Ce Re,0.30699693290666674
Zn Xe Bi,0.3070012048066665
As Tm Yb,0.3070050459933333
Sc Cd Th,0.3070062399466666
La Er Tm,0.3070144936299997
Tc In Th,0.30702581997999995
Sb Sm Yb,0.3070287016199999
Na Kr Au,0.30703285511333334
Lu Os Tl,0.30704237767666653
Ga Sb Sm,0.3070458645933332
Nb Sb Ce,0.30704596279666657
Cd Tl Pa,0.30704596407000007
Sr Ta Th,0.30704874530999976
Ca Ho Er,0.30705917369999974
Ga Th Np,0.3070649217616663
C Kr Eu,0.30706518938666655
N In Ir,0.3070687515166666
B Na Ca,0.3070716319366666
Ge Sn Pr,0.30707210761999987
Tb Os Tl,0.3070735757400001
Tc Dy Re,0.30707858435666663
Ga Sb Ho,0.30707938952999997
Ge La Tm,0.30708017713333313
Li Mn Pa,0.3070821525666666
Sn Eu Ho,0.3070847428833333
B Cs Pa,0.3070863465233332
Y Cs Ta,0.3070879411733333
N Mn Ba,0.30708941720999994
Rb Mo Pr,0.30708993676
H Ni Sn,0.3070911126333333
V Xe Cs,0.30709439820333323
Si Ce Dy,0.30709512182333354
Li Ru Tb,0.3070963448599999
Yb Hg Np,0.3070996110833332
Pr Tb Os,0.3071020293666666
In Ho Pb,0.30710331160333326
Cd La Pr,0.30710397078666657
Ga Th Pa,0.3071051231599999
Ga Tc La,0.3071053369066664
As In Tb,0.30710598392666655
Kr Nb Pm,0.30710700284000003
In Pm Tl,0.30711239630666654
As Rb Au,0.3071163069866667
Sc Zn Cs,0.30712354168333333
Si As Cd,0.3071242272833333
Ga Sn Pm,0.30713063013333314
Y Tc Hg,0.30713070707333306
Co Se Pd,0.30713134964333305
Sc Cd Ce,0.30713657728000004
Cd Sn Pa,0.3071378146866666
Ag Pm Pb,0.30714080245333325
Dy W Pb,0.3071425577299999
C Ce Eu,0.30714444011333336
P Sm U,0.3071447699383331
Sn Xe Yb,0.3071449219933332
Ce Yb U,0.3071479151466664
Na Nb Tc,0.30714837287333324
Tm Hf Pu,0.3071506912033333
Nd Er Pu,0.30715483643333313
Gd Tb Tm,0.30715707340333304
Pm Tb Yb,0.30716598966
Sc Pm W,0.30716650596666667
As Sb Ir,0.30717128300666663
Tm Lu Tl,0.3071725668266665
Sn Er Np,0.3071740648999998
Cr Ge Cs,0.30717727513666654
Y Sn Eu,0.30719170642333343
Si Ca Er,0.30719678165333325
Be Ga Re,0.3071977873066667
Ru Bi Pa,0.30719781965999976
He Tc Ta,0.3072024656699999
In Ba Os,0.3072072002866666
Pr Eu Er,0.30720770091333305
Ca Ga Hg,0.3072081604966667
Pr Sm Tl,0.3072091666933333
Be Na Ti,0.3072095476156667
Ge Pm Os,0.30721175850333327
Ba Ho Er,0.30722015099999983
Cs Ir Hg,0.3072211550366665
Sc Tb Lu,0.30722327132333344
Eu Hf Tl,0.30722761863666675
Mg As Pd,0.30722949834833346
Zr Tc Cs,0.30722979139666634
Li Zn Hf,0.30723070339666675
Li Pd Bi,0.3072363703633334
Na Mo Tb,0.30723671021666643
Mg Ni Kr,0.3072470797666663
C Si Sb,0.3072671474033334
Tc Pr Hf,0.30727008929999977
K V Tc,0.30727027024533315
P Re U,0.30727027194000006
Sc Pr Ho,0.3072711970799998
V Cs Ac,0.3072722026966667
Pr Tb Tm,0.30728349242999997
Kr W Tl,0.3072861553333333
Y Dy Pu,0.3072869194566667
C Tb Bi,0.3072878578470001
As Dy Hf,0.3072906825066666
As Cs Pt,0.30729467422999984
Ag Sb La,0.3072979459899999
Be Zn Pa,0.30730111873333343
Na Eu Ta,0.3073085380766667
Nb Cs Lu,0.30731043856
As Sm Hf,0.3073201121233334
Pr Yb Th,0.30732046732333335
Li Ti Pa,0.30732364094666653
Kr Ce Ta,0.3073236619266668
Kr Nb Pa,0.3073255583899999
K Ru Hf,0.3073275594366665
C Ge Ba,0.30733221898666646
Mg Rh Pr,0.3073328224533333
Sr W U,0.3073350340566668
Rb Eu Ir,0.3073351191099998
Na Cd Yb,0.3073357886566665
Ba Lu Hf,0.3073387577066666
Sc Os Hg,0.30734455903999974
Rb Ta Hg,0.3073454609533333
Sn Er Th,0.30734615096999995
Li Cu Sb,0.3073475725366665
Xe Er Re,0.30735016910666674
Sn Gd Hg,0.30735195543000005
Sc Yb Pu,0.30735431192666646
H Rh Ag,0.3073598866416665
C Rb Tm,0.30736199346666665
Ho Er Np,0.3073643937166665
N Zr Os,0.3073675108233333
Tc Cs Au,0.30737695367333334
Be K Rh,0.3073799196343331
Si Sr Yb,0.3073857537099999
K Ag Hf,0.3073943057199998
Si Pm U,0.30739538188666676
Be Zr Pu,0.30739773500666673
Ca Sr Ag,0.3073989297566666
Mo Sb Pa,0.30740134558333326
Kr Sb Ir,0.30740312627000016
As Cd Os,0.3074095392966667
Sn Hf Pa,0.3074128737533334
Pr Yb Pu,0.3074133284166666
Cd Sn Pm,0.3074158176933332
Kr Nb Np,0.30741911561000007
Cd Ce U,0.30741949567333343
Ca Sb Ir,0.3074204394966665
Cd Er Pb,0.3074204964699998
Cd Hg Ac,0.30742291541833344
Na Zn Sn,0.3074240272933335
Mg Er Pt,0.30742428036333325
Tb Yb Ac,0.30742496258333335
P Tc Er,0.30742773447
Ca Zr Bi,0.3074302879466666
Ca Mo La,0.3074340096433333
Xe Dy Yb,0.3074347363733332
C Sr Pr,0.3074427883533335
Yb Tl Np,0.3074430027666666
Ag Cs Gd,0.30744620114999993
He Nb Pm,0.30744631511
Ca Cr Pu,0.3074537330533333
Sr Tb Yb,0.30746612389333305
Li Ge Ir,0.3074674137899999
Cr Kr Pu,0.30747326553999993
P Tc Cd,0.3074740772133332
Ca Nb Sb,0.3074743542666666
He W Tl,0.3074788328433333
Ga Cs W,0.3074860428566666
Tc W Th,0.30748818389333327
Ca Tb Hf,0.30749131495000015
Nb Cs Sm,0.30749777859666677
La Pr Yb,0.3075029034766667
He K Mn,0.3075041294933331
La Ir Bi,0.3075041926933334
H Rh Ta,0.3075060550733333
N Al Os,0.3075080200416665
Sn Os Hg,0.3075203202499999
Ga Y Pb,0.3075229326866667
Sr W Hg,0.3075236859333335
Be Ga In,0.30752529836333337
Ga Sm Pb,0.30752864800333335
N La Pt,0.30752929244333327
N Rh Pb,0.3075294078099997
Sc Pr Sm,0.3075311226099999
Zn Kr Sb,0.3075335231599998
Kr Er Re,0.3075346852666666
Be Zr La,0.30753623866999985
Ca Cr Ce,0.3075367112533332
He Cr La,0.30753910683666663
Co Se Rh,0.3075447033466668
He Zn Rb,0.30754819015666646
H Zn Rh,0.30754820493
N Ga Mo,0.3075498089433333
Sc Tb Tm,0.30755239198333323
Sn La Yb,0.30755831116333354
Sr Mo Np,0.30756013654333314
Be Pr Ta,0.30756208470666674
Pr Ta Bi,0.30756253663666644
Tc Nd Re,0.30756270069333314
Ca W Tl,0.3075644910699999
Na Ga Yb,0.30756758028000014
Gd Tb Tl,0.30757829205999987
Li Ag Hf,0.3075832392366666
C Rb Tb,0.3075851334733331
Ag Pb Np,0.30758574602333305
Pr Sm U,0.3075871765533332
Eu Ta Pb,0.307587214563333
Sn Tb U,0.30759122400666666
Xe Sm Hf,0.3075926074366666
N Na Rh,0.3075950738533331
Sc W Ac,0.30759829901999985
W Re Pb,0.30759960271999987
He Si Gd,0.30760201384666663
C As U,0.30760689413333303
Ga Sm Bi,0.30760862244333337
Eu Gd Er,0.30761859480000003
Ca V Cs,0.3076190855466667
Na Zn La,0.30762998498999994
Y Xe Re,0.30763092718333324
He As Nb,0.30763175710999985
Si Pr Th,0.30763209860666657
Mo Sb Pm,0.3076336787133332
Ca Ir Pb,0.3076369433299999
N Al Ga,0.3076474433799998
Pr Tm U,0.3076562034499998
Sc Cd Np,0.3076575752366668
Sc Tc Hf,0.3076715255333332
Sn Ce Yb,0.30767326904000003
Tc Er Os,0.3076751897466664
Ge Ce Tb,0.3076789701566664
He Nb Pa,0.30768306656666655
Na K Cu,0.3076834611016668
Gd Lu Tl,0.3076845033833333
Lu Hf Np,0.3076867425099999
Tc In Pu,0.3076884162533332
K Zr Ho,0.3076902171866666
P Kr W,0.3076991129800001
P Y Pr,0.30769964331
Ce Gd Hf,0.3076998830033333
Mg Nb Ir,0.30770480660333316
Sm Eu Dy,0.30770966441333325
N Zr Tb,0.3077137695099999
Dy Hg Tl,0.3077150927166666
Sb W Os,0.3077152010299999
P Ba Ta,0.30771720273999975
Be P Ag,0.30771995954000003
Zn Kr Bi,0.3077202280066665
Ca Sc Ga,0.3077224610633333
As Sr Ag,0.30772248999999996
Rb Ru La,0.3077243451966664
Ge La Lu,0.3077257778766666
Yb Pa U,0.30772748214999995
Nb Tc Bi,0.3077291944333333
Ce Hf Hg,0.30772994516333324
H Fe W,0.30773341116333325
Tm Os Tl,0.3077364282766668
Ti Cs Pb,0.3077389875133333
K Eu Pt,0.30774173313
P Y U,0.30774290040666635
Pm Yb Os,0.30774712474000016
Ge Xe Gd,0.3077484214599998
Ce Hf Os,0.3077509855633332
Li Na Fe,0.3077549025599998
Tm W Pb,0.30776432560500006
Na Ag Eu,0.3077676684899998
Cr Pm Ac,0.30776794192666657
Ca Nd Yb,0.30776884741333305
Cr Bi U,0.30777198762999985
Na Sc Cr,0.30777756686833324
Sm Er Np,0.30777851585999993
Sn Dy Tl,0.30777954721333356
Tc Er Tm,0.3077832009033332
P Rb Ag,0.30778415652999985
Sr Nb Pu,0.3077855559099998
Be C Ge,0.307785829133333
In Eu Np,0.3077867244766665
Sc Cd La,0.30779429939999986
Cr Sb Th,0.3077943747799997
Sc Eu Er,0.3077963348366666
He Er Re,0.30780317518999983
Lu W Pb,0.3078036935399999
Ca Tm Hf,0.30781264901999994
Ru Bi Np,0.30781477756666664
P La W,0.30782385963333325
K In Ta,0.30782406913999993
Ho Re Pu,0.3078274839999999
Li Ag Cd,0.3078282900066666
Y Sm Pa,0.3078302234433334
Mg Pd La,0.3078367203533332
Dy Tl U,0.30784011909333325
Ba Yb Os,0.30784434823999973
Y Tb Pu,0.3078445336999999
Cd Ce Tl,0.30784725366666665
Ca Ru Sb,0.3078508905966666
Pr Nd Gd,0.3078519602966666
Yb Hg Pa,0.30785198163666666
Zn Cs Hg,0.3078521061099999
Be Cd Hf,0.3078566076133334
As Nb Sb,0.3078588467866665
P Xe Yb,0.30786403575333326
Sc Dy Tl,0.3078649043533332
Li Gd Ir,0.3078670330933334
He Sb Ir,0.30786941495333353
Mg Cu Ce,0.3078698800000001
Nb Cs Tm,0.3078823452599999
C Rb Os,0.30788386263666645
Kr Y Re,0.30788469826000003
Mg Pd Pu,0.30788507210333327
Kr Dy Yb,0.30788559463333326
N Ti Xe,0.3078856497166667
He N Mn,0.30788614285333327
Al Cs Pu,0.3078949727266666
Tc Lu Re,0.30789513057333306
H Cu Ir,0.30789604831999995
Pr Tb Hg,0.3078978107166666
Li Ti Ba,0.30790773553333334
Pm Yb Lu,0.3079131211566667
He Nb Np,0.30791517871333324
C Sb Gd,0.30791541202999995
Mg W Au,0.30791572995499983
Li B Pr,0.30791710076999984
Mo Ba Np,0.3079239207033333
P Cr Pb,0.3079286848533333
He C Eu,0.3079293328500001
Tm Yb Pa,0.3079344055833333
Ru Cs Os,0.3079413681099998
Gd Hg U,0.3079418532200002
Mo Sb Np,0.30794347899666663
Kr Zr Bi,0.3079449917933332
He Kr Ir,0.30794558869999983
Li Mn Ac,0.3079464507133334
K Zn Hf,0.3079537024399999
Kr Ir Pb,0.3079546913533334
Nb Sb Xe,0.3079606969999996
Cr As Sr,0.30796861122333313
V Kr Cs,0.3079701510866665
Sr Nb La,0.3079720600866667
Gd Yb Np,0.3079750401866669
Ge As Y,0.30797744544666655
He Ce Ta,0.30797793806833296
He Dy Yb,0.30797820344333315
Dy Er Th,0.3079841496433333
Y Nd Pu,0.30798664862999975
Ce Tb Er,0.30799049650666677
Sc Tm Lu,0.3079913156733331
Rb Tc Ru,0.3079930170699999
N Zr Hg,0.30799447794333334
Xe La Ta,0.3079973346066666
H Ni Th,0.30799738337333327
Be C Tm,0.3080040995523335
Mg Cu Pa,0.3080068581033334
He Y Re,0.30800845622999995
C Tm Pb,0.30801153013999993
Sr Sm Hf,0.30801757419999976
Sr Mo Pa,0.30801928412000007
Li Zr Os,0.3080221266866664
Si La Tm,0.30802560997666656
Pr Gd Dy,0.3080306815733333
Ga Pm Pu,0.30803288143999985
P Pr Sm,0.3080330122966665
P Pr Re,0.3080391256466666
Na Tc Ir,0.30804182149333326
As Ta Pa,0.3080486529633331
Mo Ba Pa,0.3080512850199997
Kr Ru Sb,0.3080571912599997
Ca Cs Pt,0.3080589301133332
Y Os Th,0.3080613110366667
Nb Eu Bi,0.3080628778866667
Na Zr Pm,0.30806356276000013
Y Yb Pb,0.30806828368999994
Si Yb Pb,0.30806888318999986
Pr Lu U,0.3080705643066665
Ba Ta Pu,0.30807610120999995
Li La Pt,0.3080814270766664
K Cd Ta,0.3080838929766667
K Ti Xe,0.30808806887766677
Nd Eu Ho,0.30809047172999987
Na Pt Bi,0.30809980579666674
Sc Cd Pm,0.30810069538333307
Ge Sn U,0.3081109451599998
Ca Cd Gd,0.30811224804666676
Pm Ta Pu,0.30812209960333325
K Y Ru,0.30812316038499993
Sn Ta Bi,0.3081314634766668
Li C Cr,0.3081331900099999
Y Sb Hf,0.30813926696666666
Sc Cd Pa,0.30814157372666673
Kr Sm Hf,0.30814358021000016
Mg Cu Pm,0.3081438805933331
He Ir Pb,0.3081469697833331
N Zr Nd,0.30814855294000004
Sr Dy Hf,0.30815204966
Si P Pr,0.30815305651999997
Be Rb Pt,0.30815750383333335
Er Hf Pb,0.30815757824333334
Rb Pr Ta,0.3081579932433334
Ag Pb Pa,0.3081635822999999
Ca Yb Os,0.30816459803000007
Sc Nd Tl,0.30816712521666656
He Cr Pu,0.3081675315566669
N Ag Cd,0.30816779733999994
As Y Re,0.30817321134666664
Y Ce Dy,0.3081818890066667
Sc Tb Hg,0.30818214084333323
Mo Ba Pm,0.30818404087666673
N Si Ru,0.30819268121333326
In Tl Ac,0.3081954001399999
Sr Ho Er,0.3081982053766667
Ge Kr Nd,0.30820041374999985
Sr Pr W,0.3082024472999999
Sn Pr Tb,0.3082052749499999
K Ag Er,0.30820604136666657
Ge Os Ac,0.30820892763333335
Hf Hg Pu,0.3082241244199999
Cd Ac U,0.3082242587599998
Ca Cr Pm,0.3082286970699998
H Cu Ru,0.3082348653999999
Gd Hf Th,0.3082383057733333
Cr Tc Bi,0.30824124705666633
K Mn Ba,0.3082463800066665
Tm Hf Np,0.30824786600000015
Ba W Tl,0.3082506064266667
Si P Sc,0.30825465057999984
Ba Gd Yb,0.3082549752899999
Be P Cr,0.30825826447133325
Y Tm Th,0.3082727001966666
Sn Pr Nd,0.30827758231333335
Ce Yb Tl,0.30827789495333324
Lu Hf Pa,0.30827825029
Ta Np Pu,0.3082805363299997
Tc Tm Re,0.3082846621966668
Ga Rb Sm,0.30828729586666664
Rb Y W,0.3082875435099998
Be Zr Th,0.30828996457999963
P Ga Th,0.30829269591333336
N Zr Gd,0.30829347356666675
Rb Cd Hf,0.30829465313999993
Ca Lu Hf,0.3082965214233334
Sb Gd W,0.3082989802533332
Xe Nd Hf,0.3082998594833334
Pm Yb U,0.3083016970433334
Li Sc Zr,0.3083049120966664
N Nb Hg,0.3083081294499999
Ru Sn Cs,0.3083083429333332
N Al Sc,0.3083108189099999
K Y Ir,0.30831608929833315
B Xe Cs,0.3083270942766667
Sn Nd U,0.30833429602999984
Ga Pm Th,0.30833470979999994
Na Zr Th,0.3083365838733337
Na Ru Ce,0.3083370454633332
B K Hg,0.30834709679566685
Si Pa U,0.3083523723966666
Sn Ba W,0.3083534962333331
As Yb Os,0.30835698968
Li Si V,0.30835872839000006
B Kr Cs,0.30835886598766654
C Ge Pb,0.30835964173666647
Ca Ba Ta,0.3083640470466667
Ru Pb Ac,0.30837135398000004
Ce Er Lu,0.3083723118666667
Ca Gd Yb,0.3083816115933331
Be C Lu,0.30838391769333323
Be Tc Ag,0.30838771000999987
Cr Sr Pu,0.3083905671833334
Sn Tm Tl,0.30839062361
Li Cr Cd,0.3083916978133333
Gd Tm Tl,0.30839459743666675
N P Mn,0.3083948080099998
He Sm Hf,0.30839520727333314
Cd La Hg,0.30839796523666657
Ir Bi Ac,0.30840555805499986
He Cr As,0.30840680309
Nb Cs Tb,0.30841386415333316
Cr Xe Np,0.30841427010666644
Y Ce Nd,0.3084149057233333
Nd Er Np,0.3084155938033331
C Sn La,0.3084163939733333
