phases,av. probability
Cr Ag W,0.22595137384233344
As Pd Tb,0.22595138215099989
Mn As Nb,0.2259526404658667
Ru Au Hg,0.22595383478066666
B Eu Hf,0.2259542083360001
He Ni Pa,0.22595972571600015
Ti Eu Ir,0.2259620078433334
Sc Pd Hg,0.225963656885
C Co Bi,0.22596613063466664
Rh Sn U,0.2259662462123334
P Sc Pd,0.22596859098933345
Cr Zr Er,0.2259687118523334
Fe Hg Pu,0.22597587589733342
Si Sm Pt,0.22597972500466676
Cu Hg U,0.22598014512200004
Cu Ge Pu,0.22598279551400002
Ni Rb Tl,0.22598329911633333
Fe Tl Th,0.22598360871966672
V Er W,0.22598429169200013
Cr Pt U,0.2259843074966667
Cr Rh Bi,0.22598605399233332
Co Pm Lu,0.22598846730733346
Rh Pr Re,0.22599010221233323
Fe Gd Np,0.22599063152733323
Al Sc Lu,0.22599676970099997
Co Tc U,0.22600162632200005
Tc Pd Lu,0.22600671690166674
Co Cd Ac,0.22600924859966667
Mn Gd Tb,0.22601016328100013
He Pd W,0.22601116996966678
Cu Y Np,0.2260164730181
Cu Pm Ho,0.22601874936280003
C V Gd,0.22601883022166666
V Rh Cs,0.22602149099966695
Rh Yb Pu,0.2260232997833333
Sc Mn Y,0.2260235293940001
B Xe W,0.22602853718500002
P Fe Tl,0.2260301627020001
Rh W Pa,0.22603371080333343
Sc Mn Er,0.22603967008133358
Al Rh Cs,0.22604374980433345
Ti Zr Tc,0.22604441663166686
Be Cr Co,0.22604677085843353
Fe Xe Nd,0.22604780940300007
C Lu Au,0.22605055089799989
Co Sb Er,0.22605236468000006
Kr Ru Rh,0.22605727930800015
B Cr La,0.22605735325800003
As Rh Er,0.2260590060386667
Na Fe Ir,0.22606006734100006
B Yb Th,0.22606220400233334
Co Eu U,0.22606348999000014
Y Ru Ir,0.22606876219500013
Fe Kr Lu,0.22607180904486673
Mn Hf U,0.2260736818938335
Be Pd Ag,0.22607422957800025
C Ti Tl,0.2260772096226667
Al V Bi,0.22607998737900004
Al P Zn,0.22608258571133333
Sc V Ir,0.22608771459399998
Cu Hg Tl,0.2260884066726668
Si Y Pt,0.22608846116066666
Cr Zn Tb,0.22608894471233337
Ti Ce Au,0.22608916580333344
Ca Ni Gd,0.22608921669600004
Ni Ba Dy,0.22609534727666683
Be Cr Fe,0.2260970190047333
Cu Sn Hg,0.22610050543533342
Ni Rb U,0.22610119149699998
B Na Mn,0.22610364507820008
Be Co Ru,0.22610602773033336
He C Rh,0.2261096229620001
Ni Sr Tb,0.2261116163439999
Cd W Au,0.22611182616566666
Ti Ir Pu,0.2261128605880001
Pd Sm Pu,0.22611775978566678
Zn Ru Gd,0.2261198337113334
V Zn Ac,0.22612230236366657
He Co Dy,0.2261237021323333
Fe Th U,0.22612459536933344
Ti Ge Tm,0.22612612596400003
Ni Kr Ac,0.2261267219899999
V Hf Ta,0.2261268961013335
Al Cd In,0.22612864843866676
Si V Hf,0.22613257775966678
Pd Re Pu,0.22614130090733345
Si Rh Ac,0.2261429163583334
Al Gd Os,0.22614357560566664
Co Rb Ag,0.22614820829000018
Fe Ga Bi,0.22614966906333328
C Pt Hg,0.22614987728900005
Si Ti In,0.22615044691833328
Li Ni Pt,0.2261515115546666
Mn Kr Ag,0.22615666783833333
Mo Rh Pb,0.2261588999858334
P Pd Sn,0.22616127087666668
Fe Hg Th,0.2261654247716666
Fe Ce Sm,0.22616690601133338
Zr Sm Ir,0.2261686824133334
Li V Ni,0.22617010057266665
Zn Ge Ta,0.22617043560899996
In Os Pt,0.22617391646900017
B Ho U,0.22617533256033334
Al Cr As,0.22617696630000003
Pd Sb W,0.2261785919426667
Mo Ru Hf,0.22618356104999998
Ag Pt U,0.22618467730000016
Zn Pr Ir,0.2261901784566668
In Tm Au,0.22619280059266653
Zn Zr Pr,0.22619406300400005
Ga Sn Pt,0.22619557773400004
Cu La Ta,0.22619627240800005
Sc Cu U,0.22619914377460007
B Er Th,0.2262022726543333
Ga Tm Ir,0.22620390647666672
He Al Ta,0.22620541470166675
Na V Pd,0.22620755913933355
Fe As Tl,0.2262116061261666
Ru Au Tl,0.22621282082900004
Cr Os Au,0.22621720638066686
Cu Kr Hf,0.22621729555589998
Ti Ge Tb,0.2262177751160001
Ge Pd Ce,0.22621796711900002
Fe Cd Ce,0.2262199199266667
Ga Tc Pt,0.22622237567033338
He Co Sm,0.226223607365
Si As Pd,0.22622790169499993
Cu Ag Sb,0.2262314609513334
Ni Sr Tm,0.22623152291000007
Co Ga Sb,0.22623267170466685
Kr Pd Er,0.22623515555666682
Ga Nd Ir,0.2262391819616667
In Tb Au,0.2262396748503334
Zr In Ho,0.22624051018166672
Al Sn W,0.22624115374433346
Co Xe Lu,0.22624578345000004
B Ti Ba,0.22624721769066672
Ti Mn Sr,0.22624768356000013
Sc Mo Pt,0.22624826982633342
Sc Ga Pt,0.22624992250166676
Ru Rh Bi,0.2262516818416667
Zn Zr Tl,0.22625383993400003
Cu Mo Bi,0.22625535125766674
Co U Pu,0.2262582179493334
Si Mn Sn,0.22626109763499996
Ru W Ir,0.2262627981213335
Si Lu Pt,0.2262656987266668
Ni Sb Pa,0.22626841319133342
C Mn As,0.22626896188233328
Fe Sb Hf,0.22627109631000014
V Ag U,0.226275080785
C Al Xe,0.22627802684800002
Ga Zr Lu,0.2262780788466668
Rh Lu Tl,0.22627816686400004
Fe W Bi,0.226281570105
Cu Ga As,0.22628270160666675
Ga Ru Hf,0.2262828734463335
Sc Rh Sm,0.22629058980399988
Sc V Ag,0.22629106569466673
Mo Tc Pt,0.22629122965466678
Rh Lu U,0.22629268158633328
As Pd Tm,0.2262955240416667
Co Ru Ba,0.2262957123983333
Nb Ru In,0.22629575573666666
B Y Pr,0.22629697765033327
Pd Ce Yb,0.22629786000233335
Al Sc Tb,0.22629937352266666
Cr Ga Yb,0.22630044704766666
C Co Pb,0.22630240536233348
He Fe Re,0.22630403092833343
Ti Tm Ta,0.22630522291900007
Cr Mn Xe,0.22630603386943335
P Mn Ga,0.22630696308666667
He C Cu,0.2263182021976667
Pd Ta Bi,0.2263189019156667
Pd Sn Pm,0.22632279026200008
Si Cu Xe,0.22632542555176685
B In Pr,0.22633052875300005
B Sc Os,0.22633558284100008
Y Mo Ru,0.22633933250399996
Cu Tl U,0.2263443099689668
Cu Cd Xe,0.22634432997100012
Sc Ti Ag,0.22634557640433348
Zn Ge Ag,0.22634626507233355
V Cr Lu,0.22634729972666676
Ti Zn Ac,0.22634833174433344
Ge Er Au,0.22634959913566666
B Si Sc,0.22635153055066676
Er W Au,0.22635527371533343
Y Pd Np,0.22635595650199997
Ge Ru Ta,0.2263562768499999
B Er Tl,0.2263567410396666
Zn Y Nb,0.22635757040533336
Sc Co As,0.2263598341100002
Mn Sm Gd,0.22636072931033335
C Zn W,0.22636546554099993
Mn Ir Bi,0.22636701668400008
Ni Pb Np,0.226370311139
Cr Kr Rh,0.22637190270200014
Co Re Pa,0.22637498559600014
Cu Lu Np,0.22637856502400008
As Pd Sm,0.22637971761000017
He Ru Rh,0.2263802280533331
Mn Tc W,0.2263810737206668
Zn Ir Tl,0.2263834677040001
C Cr Ga,0.22638858564100006
He Mn Ga,0.22639122068766696
Cr W Ir,0.2263924167566667
Ru Cd Ir,0.22639522953566654
K Cu Pd,0.22639555442346682
Mo Rh Bi,0.22639582904166677
Fe Os Pa,0.2263968500276666
Na Ni Tm,0.22639850199866676
Mn Pr Hf,0.22640042397666665
Ti Y Er,0.2264012295133333
Ni Rb Hg,0.2264030267660001
Al Hf Hg,0.22640392686333347
Rh Ag Pb,0.22640579988666654
Rh Nd Os,0.22640610716999982
Pd Ba Au,0.22640613991200018
Fe Sb Ho,0.22640653519800003
Ti Tc Ru,0.22640883431356665
Pd Tb Np,0.22640887739766663
P Co Tl,0.22640931280700002
V Cd Er,0.2264121812383334
Cu Y Pm,0.2264132263413334
Cr Ru Yb,0.22641324464766663
Rh La Ir,0.22641657830366668
Cu Sr Ru,0.2264166143403334
Y Ag Ir,0.22641785727666666
B Al Bi,0.22642144646489992
P Nb Pt,0.22642331427999995
Al Ge Lu,0.22642350964133337
As Y Rh,0.2264252255273334
B V Rb,0.22642588304050007
Pd Dy Np,0.22642597049533336
Zr Ru Tm,0.22642685160333353
Zn Zr U,0.226428334042
Pd Lu Pu,0.22642897686399996
Ti Hf W,0.2264295419293334
P V Mo,0.22642978232033342
Cu Dy Pa,0.22643113731500014
Si Zr Nb,0.22643462392533342
Nd Ta Pt,0.22643624738766677
B As Ta,0.2264375330053334
Ga Eu Pt,0.22644135422000009
V In Nd,0.22644199054466682
Zn Ag Lu,0.22644224659933337
Pd Pr Tl,0.2264433679983333
Fe Ba Au,0.22644388680133332
B Tc Dy,0.22644624597266672
C Ru Yb,0.22645109744100012
Cr Au Hg,0.2264516487193334
Ag Cd Ir,0.22645278332500018
Ti Ho W,0.22645352683300013
Co Ge Ce,0.22646109459666655
Fe Ce Tb,0.22646191064100005
Pd Ce W,0.22646268814266657
He Pd Er,0.22646388477400015
Ti Ta Re,0.22646681330700005
Sc Co Eu,0.22646941849600022
Mn Ge Th,0.22647325894900006
P Fe Tc,0.226474231255
Ni Sb Pm,0.22647677439033345
Yb W Au,0.22648183998633342
Rh Re U,0.22648290588033335
Mn Ge Np,0.22648408924366673
Mn Ru La,0.22648534400766673
B Sc Ge,0.22648564721200007
B Ag La,0.2264865739288667
Zr Nd Ir,0.22648954073100006
Cu Cd Ac,0.22649468401366665
V Zn Kr,0.22649623796133342
He Si Pd,0.22649782257866657
Fe Ge Sb,0.2264990140063333
Nb Pd Pb,0.22650279897533324
Pd Sn Np,0.2265046313503333
Lu Ta Pt,0.22650570608166679
Fe Hf Pb,0.22650801777633348
Si Ti Tm,0.22650876402166664
V Ho Ta,0.22650894845466676
Zr Dy Ir,0.22651272659066676
P Co Pu,0.22651284299000016
Mn Nd Gd,0.2265134855356667
Y W Au,0.22651540830666672
Cu Ta Pb,0.226516945282
Rb Zr Rh,0.22651748772433342
Fe Ce Tm,0.22651898004033347
As Zr Pt,0.2265208714473332
Cr Ru Cd,0.22652266016500008
Sc Pd Tl,0.22652304980566684
Ge Nb Mo,0.22652403510366678
Pd Ho Ac,0.22652614087866685
Cr Mn Ac,0.22652725594786663
B Ho Hg,0.22652732690476676
Zn Nb Hf,0.22652752173666674
Al Ge Y,0.2265297106766666
Cu Sn U,0.22653033893066657
Ni Cd Ba,0.2265307393073335
Ni Pm Bi,0.22653139873666675
Co Pr Eu,0.2265347811733335
Rh W Np,0.22653636403916683
Mn Dy Hg,0.226538712946
Y Pd Pa,0.22654120432999997
Cr Zn Tm,0.22654152455766663
Y Rh Pu,0.2265469346300001
Zr Mo Sn,0.2265492445190001
Sr Zr Pd,0.22654966083900002
Zn Ga W,0.2265558767816667
Mn Ga As,0.22655813754899987
Fe In Sb,0.22655880447333335
Cu Pm Sm,0.22656147745743335
B As Nb,0.22656210029666668
P Cr Pt,0.2265688420136667
Ti Yb Hf,0.22656976863076664
Rh Ta Ac,0.22657091375666671
P Pd Eu,0.22657618083766679
C Sn Pt,0.22658027607933334
Mo Rh La,0.22658028942466657
Sc Mn Cd,0.22658074709500015
Sc Cu Eu,0.22658162184213324
Rh Tm Tl,0.22658224017733342
Ti Cu Cs,0.2265829013180001
Al Hf Pu,0.2265871303690001
Rh Sn Eu,0.22658727475866663
Ti Zn Kr,0.22658923104300005
Be Mn Au,0.2265929599666667
Pd Dy Pa,0.22659555799166683
V In Gd,0.2265961101900002
Ag Re Au,0.2265963198733333
B Er Ac,0.22660055880566674
Rh Ba Au,0.22660061048599986
B Hf Pu,0.22660254644066669
Ge Rh Ac,0.22660672558866674
He B C,0.22660698542099997
Si Cu Ac,0.22660894536566667
B Nb Ce,0.2266117877310001
Al Zn As,0.22661240890999992
V Dy Ta,0.22661913133800005
Cd Hf Pt,0.2266260404533333
Ni Ba Tb,0.22662648347000014
V Tc Ru,0.22662893390133335
B Kr W,0.2266296212286666
Zn Kr Pt,0.2266316430283334
Co Os Np,0.22663274989333332
Mn Tm Os,0.2266358927346666
Ti Cd Sm,0.2266362591083334
Cu Y Pa,0.22663843419199997
Mn W Th,0.2266392792406668
P Fe Eu,0.22663975878800002
Ti Ge Lu,0.22664436569800012
Rh Re Os,0.22664802514833332
Pd Tb Pa,0.22664904644066666
Nb Dy Au,0.2266573700283332
Mn La Ir,0.22665755221633327
Nb Mo Ag,0.22665949681400016
B Ca Ir,0.2266595280520002
Mn Ge Pm,0.22666121574000012
As Rh Cd,0.22666824568066676
Ti Au Pb,0.2266687058400001
Cu As Ho,0.22667002172900017
Mn Nb Pu,0.22667137443000002
As Y Pd,0.2266742475483334
Sc Ag Pt,0.22667582104666664
Ga Zr Tb,0.2266801267833334
Sc Fe Np,0.22668520267213335
Zn Au Pa,0.22668702992900014
Y Mo Ir,0.22668840493733347
He Co Tb,0.2266949417616667
Ni Sb Xe,0.22669530930133347
Mn Ag Ce,0.2266963786446667
Ga Dy Ir,0.22669638332100017
Si Ti Ge,0.22669777834100008
C Rh Ce,0.22669789716333336
Ni Bi Ac,0.2266997921243334
Si Cd Pt,0.22670550898500003
Rh Pr Nd,0.2267055718863333
Zn Ir U,0.22670648760166676
Cr Ga W,0.22671098884233326
Cu Eu Os,0.22671289835299993
Al Pr Sm,0.22671373940333334
C Zn In,0.22671394220366664
V Pd Cs,0.22671674239366663
Zr Mo Dy,0.22671959087233332
C Os Au,0.22672175323999993
Al As Ru,0.22672520502000001
V Zr Pu,0.22672735142033332
Mo Pt Pu,0.22673303336233322
P Mn Er,0.22673322214433336
In Er Ir,0.22673382811033355
Co Yb Bi,0.22673453299333338
P Ca Ni,0.22673472654166668
Y Hf Pt,0.22673503602466671
Zr Au Pu,0.22673511550800005
V Zn As,0.22673632212733338
Al Si Tb,0.2267367634700001
Si V In,0.22673870762666662
Cu Nd Th,0.22674091009366681
Mn Zn Pb,0.22674119803100004
Rh Nd U,0.22674162619116667
Co Kr Tm,0.2267417585116668
Ti Rh Cs,0.2267424676213334
V Cd Hf,0.22674907682333345
P Cu Hf,0.22674995058600014
B Dy U,0.2267518895340001
Cu Tc Gd,0.22675232066500006
Mo Er Ir,0.22675274062366668
C P Cu,0.22675566581333342
Ga Rh Sb,0.2267575314083334
Si Ti Cd,0.22676010005300004
Al W Th,0.2267621905696666
Nb Nd Pt,0.22677394280200006
Kr Pd Hf,0.22677674129699998
Fe As Eu,0.22677916697333345
Zn Mo Nd,0.22677928558033345
Cu Ge Np,0.22678132536499992
Cr Gd Au,0.22678267530833343
Al Pr Re,0.22678784673666666
Ti As Ir,0.22678860065166678
Al Co Cs,0.22679224772533346
Fe Xe Re,0.2267954530653334
Nb Tb Au,0.22679561015200003
Fe Zr Cs,0.22680171805600005
Cr Mn Kr,0.226804292077
Na Ni Y,0.22680632407433335
Ti In Pr,0.22680715565166673
Cu Yb Pb,0.2268089886410001
Nb Re Pt,0.22681015913466676
Ti Lu Ta,0.22681094182500006
Ga Re Au,0.2268109877350001
Co Gd Np,0.2268138638600001
C Ru Er,0.22681562975133332
Mn Eu Yb,0.22681945367266668
Mo Ru Ho,0.2268254376723334
C Al Ac,0.22682730537366666
Zn Nb Cd,0.22682889211599994
Fe Tl Np,0.22682923145500022
Si Ni Ba,0.22682933359366672
Al Er Tl,0.22683185461633334
He Fe Nd,0.22683232509633341
Ga Gd Au,0.22683633157333333
K Ni Zn,0.2268386849226668
Mn Ta Th,0.226840664673
Cu Nd Pu,0.226842817693
V Zr Th,0.22684588991766663
Co Xe Nd,0.22684633273600008
Pd Ce Hf,0.22685684501266679
Zr Nb W,0.22686020148133332
Ge Os Pt,0.22686151736499993
B Yb Ac,0.22686183606366672
Ni Pb Th,0.22686500562766687
Si Cr Ag,0.22686717244500015
Zr Pt Ac,0.22687071945933335
P Mn W,0.22687284217666667
Cu Ce Hf,0.2268730382163333
Ga Os Au,0.22687410460966678
B Sc Gd,0.22687624540133353
Zn Au Th,0.226877967569
Fe Pr Pu,0.2268803018893334
Mo Eu Pt,0.22688097613600003
Cu Zn Sr,0.22688348155066682
Mn Lu Os,0.22688693479500016
Rh Eu Dy,0.22689512312433335
Fe Gd Pa,0.22689855989666688
Pd Pm Ho,0.22690285114600012
Al Cr La,0.22690350177700003
He Cu Hf,0.2269065261261999
Pd Sn Pa,0.22690844391700007
Co Ce Hf,0.2269108154686667
Ga Lu Ir,0.22691186398433336
Al Eu Hf,0.2269181121166668
Al Er Ac,0.22692108360666652
Fe Pr Th,0.22692132688033334
Y Rh Th,0.22692146310600014
Ga Rh Bi,0.22692250838833342
Ti In Sn,0.22692329814633336
Ti Nd Ta,0.22692844700500003
B Sc Nd,0.22693420569000006
Si Cu Kr,0.22693457654166674
Ti Nb Gd,0.22693490510966663
Co In La,0.22693819781899993
P Tc Pd,0.22694252543033333
Mn Pr Ho,0.22694619392900003
Ti Zn As,0.22694896705433337
Ca Fe Ag,0.226949559087
As Pd Lu,0.22695198215433332
Zr Ag Dy,0.2269566556476667
Ni Xe Bi,0.2269603581180001
V Ru Th,0.22696664276599998
Ti Ir Th,0.22697267475866675
Cu Tm Pa,0.22697922711399998
Fe Dy Pb,0.2269794559183334
Sc V Mo,0.22698459565800017
Mn Sm Os,0.22698879265500008
He Pd Hf,0.22699622439766684
K Ni Ag,0.22699773166033324
Rh Xe Ta,0.22699933055900015
Pd Pm Dy,0.22700044771733346
Si V Ge,0.22700201737433343
Nb Tm Au,0.22700317660900016
Co Os Pa,0.22700544940500003
Mn W Pu,0.22700814836366684
Sc Mn Hf,0.22700860628090003
N Ni Ru,0.227009415996
Al Sc Re,0.22701513141099994
Rh In La,0.22702147351166663
Al Tm U,0.22702348786166668
Cu Zn Bi,0.22702436514533342
Cr Ru W,0.22702814826000003
Rh Pm W,0.22702827019600003
Cr Ag Yb,0.22702946093699997
Cr Zn Lu,0.22703065103900008
Mn Dy U,0.22703159736533332
C Cr Ta,0.22703385102533333
P Zr Au,0.22703430850833342
V Ge Cd,0.2270368907053334
B Pm Yb,0.22703755172100007
Ti Cd Ho,0.22703974169233343
Ni Cs Er,0.22704001595966658
Zr Mo Sm,0.2270423034773334
Al Xe Yb,0.2270423435740001
Sc Ru Au,0.22704386279200003
Ag Sn Au,0.22704683039833345
Ni As Rb,0.22704979374099993
B Ga Tc,0.22705268453199998
Al W Ac,0.22705329779733346
Si Nd Pt,0.22705364567833353
Ga Ag W,0.22705381218299994
Ge Mo Ta,0.22705381640033337
Mo Ru Cd,0.22705586068333322
Si Zr Ta,0.22705698801833327
B Ga Eu,0.22705725125566667
Ni Pb Pa,0.22706037463033327
Zr Pm Pt,0.2270638141616668
Pd Tm Np,0.2270646267200001
C Er Ir,0.22706463083833328
Be Mo Pd,0.22706471551966675
Sn Yb Pt,0.22707039240000015
Cu Ge Th,0.2270759889513334
Ga Nb Ta,0.22707828241600012
B Tc Sm,0.2270789075313333
Hf W Pt,0.22707986566466679
Ru Ag W,0.22708016298500003
Fe Kr Nd,0.227090941318
Al Sc Ga,0.22709368880700007
Cu Tb Ac,0.2270940163741001
Ru Pr Au,0.22709647792366666
As Pd Re,0.22709832370000005
Ni Pm Pb,0.22710285199166683
Sn Er Pt,0.2271042591576667
Co As Hg,0.2271048133500001
Zr Ru Tb,0.22710537817133328
Fe Kr Re,0.22710669557399996
Fe Ge Bi,0.2271165368033334
Sc Rh Ho,0.22712242906900007
V Y W,0.22712375478333352
Co Eu Tl,0.22712550027433343
B Tm Hg,0.22713190576299985
Al Eu Ho,0.22713463530566666
Fe Hg Np,0.22713560559533344
Zn Mo Re,0.22713572898333353
Ni Sr Lu,0.22713748407200002
Fe Pm Gd,0.22713920150366676
Si Ti Sm,0.2271408105623332
Si Ti Y,0.227145192617
Cr Rh La,0.2271482800296665
P Ag Pt,0.2271487032016667
V Hf W,0.22715661332566672
Nb Sn Au,0.22715805462099997
Cu Eu Hg,0.22715811373966663
B Si Pr,0.22715893825700004
In Lu Au,0.22715964659
Kr Pd Cd,0.22716194240900014
Ga Pt Tl,0.22716639080433343
Rh Yb Th,0.2271685045450001
Cr In Ta,0.2271685120176667
Rh Re Tl,0.22717328980366677
C Al Kr,0.22717347183599979
Pd Sb Hf,0.22717380950166663
Ni Ba Tm,0.22717572845166661
B Lu Hg,0.227176901298
B Tc Lu,0.22717827169799995
Ti Nb Nd,0.22717850815566681
Fe Ce Lu,0.2271810305126666
B K Co,0.22718416180246673
Ni Sr Cd,0.2271854562433334
Si Ga Au,0.22718800669500003
Na Ni Lu,0.22718937600133335
Zr Ir Tl,0.2271894072080001
Si Ti Tb,0.22719104670766668
Cr Zn Re,0.2271918142373335
V Cr Gd,0.22719184423933347
V Nb Ho,0.2271920649123334
Zr Eu Au,0.2271921928316667
Ti In Hg,0.22720033505533332
Ti Sn Yb,0.22720086090666688
Mn Dy Tl,0.22720469660733353
Ti Y Hf,0.22720957245456674
Ni Ba Lu,0.22721636548000007
Si Hf Au,0.22721944535000016
Rh Er Pu,0.22721996219766658
Mn Ta Pu,0.2272297492526667
P Cu Tm,0.2272333181478667
Ga Mo W,0.2272333256296666
Cr Rh Pb,0.22723613054533345
C Ga Nb,0.2272381521773333
He Fe Sn,0.2272391544923333
Fe Zn Sr,0.2272402696043333
Sc Fe Pm,0.22724241771356687
Zr Ru Lu,0.22724505758500005
B Pr Tb,0.22724991995066673
Ho Yb Pt,0.2272548404476667
Mn Gd Tm,0.22725635359066668
P Cu Ho,0.22726202291580014
Ni Cs Hf,0.22726348978200017
Ga Mo Hf,0.2272660501423334
Al Tc Tm,0.22727777198966667
C Ag Ta,0.22727861120999998
Rh Gd Hg,0.2272791189803334
Pd Sm Np,0.22728490412166674
V Ge Ho,0.22728611474333335
P Co Sn,0.22728848485399997
Na Pd Pt,0.22729032905800012
Cu Xe Ho,0.2272904170513334
P Co Hg,0.22729125882166662
Zn Ag Re,0.22729510723933324
Co Eu Hg,0.22730106725666663
Al Ce Ta,0.22730222564433325
Si Ti Lu,0.2273034015730001
Cu Tc Pr,0.22730500295333333
Pd Re Np,0.22730929153333335
Cu Y Xe,0.22731049245260015
Mn Tm Hg,0.22731077683099998
Zr Ru Nd,0.22731181695999997
Cu Re Pu,0.22731571790800012
Nb Pd Bi,0.2273172914186668
Cr Er Ir,0.2273209602353333
Ti Au Bi,0.22732160144633326
Ge Re Pt,0.22732253416866655
C Ge Ir,0.2273255298193333
Fe Mo Ba,0.22732642382433346
Ti Cd Dy,0.22732731761033334
B Sm Hg,0.22732749035133337
Si Zn Ag,0.22732787376466665
Al Ho Pu,0.22733048295266675
Al Dy U,0.2273310131663334
P Cu Sm,0.22733197651233344
B Si Tc,0.22733321259533318
Ga Ru Ho,0.22733940038333333
Nb Mo In,0.22734043579166666
Na Ni Cd,0.22734151351966658
Co Kr Lu,0.22734737014333348
Co Ga Bi,0.22735184172833334
Si Co Ce,0.22735283651866675
V Ga Pr,0.22735505197999997
Cr Co Sr,0.2273551114739999
C Pd Pb,0.22735724251100015
Ge As Rh,0.22735752442500015
Co Gd Pa,0.227361812001
Ca Co Zn,0.227362763085
P Co Np,0.22736345965333338
Be Zn Rh,0.22736408148266662
Y Pd Xe,0.22736529695766663
Co Kr Cd,0.22736756275700012
Y Cd Pt,0.22736769564033332
Cu Pm Tb,0.22736839296676667
B Hf Tl,0.22737026912366678
Zn Ag Nd,0.22737300478233322
Pd Yb Pb,0.22737562863666677
C Sc Ti,0.22737949230000004
He Mn Ag,0.22738001822266662
He Ni Kr,0.22738017109200007
Cr Yb Ir,0.2273865632863334
Al Zn La,0.22738797674666675
Si V Ho,0.22738798282433345
Ti Er Hf,0.22739324447899997
Mn Ge Pa,0.22739834322966676
Co As Eu,0.22739937339666658
Cu Re Th,0.2274020006196667
C Yb Ir,0.22740290834566684
Si Nb Mo,0.22740350258233338
N Rh Pd,0.22740454691900008
Ag In Ta,0.22740926970199998
B Pm Er,0.22741009412400004
Tb Ta Au,0.22741063379400003
B Tc Tm,0.2274148684583333
Pd Tm Pa,0.22741495878400006
Al Pr Tb,0.227416078851
Pd Nd Th,0.2274176590706666
Co Rb Mo,0.22742277017433332
Sr Rh Au,0.22742298981466655
Nb Rh Ce,0.22742823483000005
Cu Lu Pa,0.22742912428833345
Ge Gd Pt,0.22743011044000008
Pd Hg Tl,0.2274305906043335
Cr Au Tl,0.22743899953733324
Sc Ir Au,0.2274393125326668
Pd Ce Er,0.22743944129166668
Zr Nb Ta,0.22743950814166672
Ni Ce Th,0.2274421171083332
He Ni Ac,0.2274454903233334
Ca Ti Mn,0.22744640221766674
Cu Dy Ac,0.22744846378499994
Dy Ta Au,0.22744941081899991
Ta Re Pt,0.2274513476139999
Zn Mo Gd,0.22745442298766685
Cr Cd Ir,0.22745573585800008
Co Hf Pb,0.2274568698816667
Rh Sm Eu,0.2274599335836667
C Rh Sb,0.22746199604333328
Zn Y Ta,0.22746412398400007
Cu As In,0.2274689506976668
B Ga U,0.22747541384300007
Al Mn Cs,0.22748251619366675
V Cu Cs,0.22748256802066683
V Ag Eu,0.22748734647399996
Al Pm Er,0.2274874511743334
P Fe Sn,0.22749178324600008
He Cr Rh,0.22749268033100015
Ag Eu Pt,0.2274932271176667
Ca Rh Ir,0.22749503260533335
Cr Au U,0.22749534778933334
Rh Yb Np,0.2274956787123334
Sn Ta Au,0.22749857537999996
Cr Zn Nd,0.22750154889233337
Mo Pr Au,0.22750313388433346
Ga Pt Pu,0.22750998055833363
Zr Cd Ta,0.2275157964489999
Cu Xe Sm,0.2275175468145001
Fe Os Ac,0.22752293636033338
Rh W Ac,0.2275248160937666
C W Ir,0.22753225201100014
C Mo In,0.2275389067096667
Cu Ge Pm,0.22754014714600018
Al Ge Tb,0.22754107745500007
B Hf Np,0.22754186851933342
Al Ho Np,0.22754186871599985
Al Mo La,0.2275441489376666
Mo Pt Pa,0.22754445546266658
Eu Ir Pt,0.22754717615833348
C Ti U,0.22754787982666674
Ti Ho Yb,0.22755067303300006
Ti Sm W,0.22755270979600004
C Mo Yb,0.22755348513666665
Rh Yb Pa,0.22755362545100014
V In Os,0.22755562629533335
Be Fe Nb,0.2275579426811667
Al Kr Yb,0.22755816457366687
Al Sc Nd,0.22756126127066684
Al Ho Hg,0.22756280604199997
V Cr Tl,0.227563383725
Ti In U,0.22756710715433337
Mn Tb Hg,0.22756763484366668
Zn Ho Ta,0.22757479322300014
Pd Lu Np,0.22757479700333338
B Ti Sr,0.22757650077633343
Ti Sn Er,0.2275797025380001
He Pd Cd,0.2275811929223331
Si V Cd,0.227583276098
Si As Rh,0.22758389338166665
Cu As Sm,0.22759155789666674
Pd Pm Tb,0.22759308516333343
Pd Sn Xe,0.22759386818900001
Mn Tb Tl,0.22759569306766675
Mn Tc Yb,0.22759578253666685
Pd Re Pa,0.22759603961966685
Cu Sn Eu,0.2275964183385001
Ti Ga Pu,0.22759703756233335
B Tm U,0.22760045884866667
Tc Rh Hf,0.22760240648199997
Zr In Hf,0.22760360933933332
V Sb Au,0.2276050331046666
B Dy Hg,0.22761185082133334
Ni Xe Pb,0.2276123301516667
Fe Y Pb,0.22761336563000023
Ag Gd Au,0.22761425245833333
Cu Nd Np,0.2276179217078
Be Fe Ta,0.22762354730766673
Pd Sm Pa,0.22762394783200007
V Mn Sr,0.22762548373000005
Na Fe Zr,0.22762621145566675
Nb Sm Au,0.22762645882599997
Ga Tb Ir,0.2276275393733335
Ag Os Au,0.22762878597933336
Cu Ge Pa,0.2276288485326666
P Fe Hg,0.22762966194566653
Ga Ag Yb,0.2276365280893333
Ca Cu Ru,0.22763742467766676
Cu Pm Dy,0.2276410017430002
Ru Sn Ir,0.22764242790800013
Cu Y Ac,0.22764469135626678
Be Fe Yb,0.22764726540033323
C Pd Bi,0.22765300912413333
