y_true,y_predict
1,0.35413164738297637
0,0.2190862667942742
1,0.662685672497381
1,0.7606253729981236
0,0.5174642261628948
1,0.45482270419596105
1,0.6691803464116347
0,0.40251143328911987
1,0.650793100915788
0,0.6425273580842767
0,0.19917586970635523
1,0.5008683621548805
0,0.18630771706889285
1,0.6820889500877532
1,0.6282036922852847
1,0.33198867174332103
1,0.5503852230671387
1,0.704419867367631
0,0.09587802978754223
0,0.24577766500522813
0,0.12055330814394306
0,0.5480607312024254
0,0.2239877743355456
1,0.740955311927381
1,0.7025054673623191
1,0.7257540361333322
0,0.17299739102847853
0,0.11205714578817279
0,0.10760816892605429
0,0.22632494872246628
1,0.605917546848702
0,0.6680648380087583
1,0.6778441608021866
1,0.5297971814629239
0,0.49753287409172303
0,0.7052438722661786
0,0.4365502458121262
1,0.6263786581742284
0,0.6752970900915932
0,0.20930345603597034
0,0.27414848250991297
0,0.36084584477889736
0,0.24686356871541354
0,0.5061706990401256
0,0.605917546848702
1,0.7001742231489644
0,0.32874845965727706
1,0.3145760943076489
1,0.5365898681804868
0,0.18328073785986784
0,0.5027034203433705
0,0.08114523151915766
1,0.7002086508265488
1,0.3681571793354619
1,0.699572393254528
1,0.7166143823622493
0,0.29177427840428527
0,0.3888615822807526
0,0.5403720748926396
1,0.6462075696154009
1,0.19157755971642332
1,0.3074930638153058
0,0.6561625081857472
0,0.3769629453561788
0,0.643651677311456
1,0.7547500059193577
0,0.5309360358275667
1,0.30395805852054464
0,0.2680948494175019
0,0.6705859274787539
0,0.3818589440148141
0,0.09031551341138393
0,0.6987646734218457
0,0.4001212982880255
1,0.5833407917864672
0,0.3279701031294449
0,0.6384322564250949
0,0.6583935334041218
0,0.5262238177452753
0,0.39726222703170505
1,0.6433429809148119
0,0.09065345973631184
1,0.6643657268154854
1,0.5556080010826081
0,0.2979902966290016
0,0.5797174145634066
1,0.7615154576824463
0,0.09279992237587266
0,0.3678748354117945
1,0.8267365820936554
0,0.11601426493070577
0,0.2726957716709598
1,0.6267318264056646
0,0.32204785291628807
0,0.25044871192340973
1,0.744395648097929
0,0.09132220192705018
1,0.6492450386131376
1,0.19812477859503472
1,0.6479100452590371
1,0.6451614882063329
0,0.5174156761421604
0,0.09826900413594589
0,0.32285607412758854
0,0.1565958144433385
1,0.5510603820349891
0,0.5638988001432327
0,0.39722000944650454
0,0.15322036206716583
1,0.47225584143672306
1,0.6191908862765201
0,0.5551485991296594
0,0.1436977910845493
1,0.7143838205364277
0,0.7385772192898815
0,0.2914340254969019
1,0.7015554552931077
0,0.2185468934688758
0,0.1253335200296016
0,0.4279360382253518
1,0.8128907256929742
1,0.5947916699411148
1,0.6279399688860183
0,0.11781687988767113
0,0.27486373609934495
1,0.8088360874370474
0,0.3827627218944194
0,0.6039124910684164
1,0.7812732554125132
0,0.27478829724822945
0,0.3334133359058498
0,0.6045997328627003
0,0.6310057134469556
1,0.6492450386131376
0,0.30100199131719235
1,0.5427523899093286
1,0.6961076082783026
0,0.2343196738450452
0,0.7059332429169912
1,0.8130486847417994
0,0.23749720669855798
1,0.6981021502097198
0,0.18979445139811943
0,0.20477365763586697
0,0.6517840216826688
0,0.634157495543801
1,0.6245763080252394
0,0.260387664498771
1,0.35508255541580475
0,0.3306846938513015
0,0.6276282596319303
0,0.09401028934120555
0,0.13747184324914952
1,0.6257234624069792
0,0.7577346196477812
1,0.5851914548479344
0,0.1521395505763037
0,0.10247589949183192
1,0.629297779142127
1,0.6940932974178275
1,0.6271403241009803
0,0.5681511480026397
1,0.600740889585834
1,0.6739542083585707
0,0.38160764356258553
0,0.4296874542445449
0,0.2474060213882862
0,0.5181673179433371
1,0.507411957679493
1,0.7130522571575115
1,0.6040427266376175
1,0.6420154904772527
0,0.10215990279032049
0,0.6144800902018703
0,0.5545192293033934
1,0.6364996507964712
0,0.18270761220470688
0,0.19144062467318107
1,0.5288049631232736
0,0.5406428586633728
1,0.33654580264220596
1,0.31946746646612156
0,0.18645837568176604
0,0.2325684347398064
0,0.6323153076521961
1,0.3366984600901129
1,0.6809167994671056
1,0.46422373439607656
1,0.5660464313740383
1,0.6869329337582836
1,0.6424167966593083
0,0.3399732178586927
0,0.36591579678695074
1,0.3241410896621682
1,0.6587433465866611
0,0.4337098423749323
0,0.184277785206248
1,0.6275785675766543
1,0.7165728569577813
0,0.6470557074718599
1,0.3000120499298159
0,0.09793836595194279
0,0.7315565513569317
1,0.6366069994050434
0,0.6601328968393679
0,0.718510062599937
1,0.5552334589222624
0,0.1173165138234015
1,0.8271233252929209
0,0.2710794682315403
0,0.22798858838760921
1,0.5514710291102844
0,0.10775177841592237
0,0.6190147833694433
0,0.6898241826811556
0,0.30932462215300127
0,0.5939418389368754
0,0.506954005368557
1,0.7594595959446795
1,0.608855719948854
1,0.6530752250097015
1,0.6327440327845051
1,0.8197596489873626
0,0.5517882081281923
1,0.7576801079159361
1,0.6419005811594303
0,0.29095094614079003
1,0.82142278281061
0,0.17018627203935935
1,0.36824156726967566
1,0.7057007787100621
1,0.21936161486412076
0,0.592115784713278
1,0.6429802530130843
0,0.3244883932762995
1,0.7059812190000145
0,0.1691780049637466
0,0.08835919237971758
0,0.5725398999462762
1,0.28135819961631087
0,0.27934596119800387
0,0.630314189662794
1,0.7026948910707327
0,0.2596579405356955
1,0.3850079021581834
1,0.6582804156363808
0,0.5913108474281814
1,0.7014683284243856
1,0.6362638940235588
0,0.1165048248335265
0,0.2470254260378211
0,0.3478306181549066
0,0.23954463963416278
0,0.3116462801912179
0,0.3078336995494207
1,0.5851914548479344
0,0.27595583337245844
1,0.8263809417230306
0,0.13332085613145178
0,0.2431761445770003
0,0.11400590828547355
1,0.6576439330606481
0,0.20313039221183324
0,0.6259228840728346
0,0.38029844333526436
0,0.12268096762769072
0,0.08350461833346925
0,0.2904555626768601
1,0.6125567485342498
1,0.7135606572032883
1,0.7181632590042695
1,0.3432121614249356
0,0.5751311377767301
0,0.08943695060251294
0,0.11249496953524528
1,0.2401285612628405
0,0.3713075201279431
1,0.31572677787775644
1,0.8120477051945361
1,0.7846543454935716
0,0.0917278540842378
1,0.7799758456067778
0,0.3348829945601549
0,0.11915080784973756
0,0.08741679041750217
0,0.3738940730947564
1,0.7056310045653522
0,0.37045675699785036
1,0.7051673384748718
1,0.6836912683673013
1,0.3720019046976227
0,0.3695427535093307
1,0.4040728320805678
0,0.12065434899066206
0,0.5912384657910045
1,0.360057698558742
1,0.7233126203613643
1,0.8271233252929209
0,0.213612904410012
0,0.74216060966831
0,0.6790675158620735
1,0.6396397952391275
1,0.3013796480046077
1,0.7110293804470496
0,0.6026190446644032
1,0.7238638289252722
1,0.82142278281061
0,0.5099900662323872
0,0.3042257379622921
1,0.6553436678860526
0,0.12183029905336575
1,0.8019213810267533
1,0.8080821982613061
1,0.22296664876682246
0,0.27360031925800166
1,0.7057214401556101
0,0.2864564414017543
0,0.6358308208691135
0,0.2186212604578518
0,0.3564713094459582
0,0.11182247223094074
0,0.601209274323504
0,0.11535276165958107
0,0.3745521294381039
0,0.10141027490042404
1,0.6752654575940926
0,0.42223115019233326
0,0.11371182727640669
0,0.2835328588866945
0,0.6026190446644032
1,0.6074126798467021
1,0.7448293356140236
1,0.6940932974178275
