phases,av. probability,norm. score
Co Mo Si,0.6367343932666663,0.1820108045448338
Co Eu Ti,0.6366333504666674,0.0630718258799641
Co Nd Ta,0.6365954255666664,0.0535242300828706
B Co Hg,0.6365923823000003,0.0897186789143303
Ac Co Lu,0.6365923547666663,0.0912880905041241
Co Er Lu,0.6365595422,0.039999313720991
Co Dy Np,0.6365520038666663,0.0936014303331648
Co Ga Tc,0.6365463490666663,0.1259629370010535
Co Pb Ti,0.6365351319333337,0.080051043456187
Co Np Pu,0.6363849093999995,0.1175399343170908
Co Y Yb,0.6363685711333337,0.058619951893984
Co Pr Re,0.6363435620666668,0.0620640963703931
Co Gd Tc,0.6361563634999997,0.061090383859269
Co Mn Na,0.636139894886667,0.1874349219281472
Co Dy Pa,0.6359490510000005,0.0992703989006215
Co Pa Pu,0.6359249191666663,0.1208532669620202
Co Re Zr,0.6359235891666671,0.0640613365386705
Co Pa Pm,0.6358971740333333,0.1138228827878802
Co Er Pu,0.6358523904999999,0.0818563898170012
Co Np Pa,0.6357477300333331,0.1315573956872388
Co Cr Os,0.6357171679666666,0.0651442804523395
Co Ho Zr,0.6357036489666666,0.0590691265727295
Co Dy Pm,0.6355898233666669,0.0703902159518164
Co Pr Th,0.6354719658666664,0.046911197642458
Co Er Np,0.6352582814333336,0.0940076291016959
Ac Co Pu,0.6351811784333338,0.1173768176311844
Co Tc V,0.6351770313,0.0761261963599419
Ac Co Np,0.6351192634000004,0.1281970779100566
Ac Co Pm,0.6351065325000002,0.1083337681129208
Ac Co Dy,0.6350172342999998,0.0935098695519353
Co Er Pa,0.6349982094666665,0.0996684004999398
Co Hf Tc,0.6348839322333337,0.0640498880701143
Co Cr Hg,0.6348705042333332,0.0560653206644532
Ac Co Pa,0.6343639909666668,0.1332765865374392
Co Hg Y,0.6342411215,0.0641335643474822
Co Mn Ru,0.6339736703999999,0.1218277019935602
Ce Co Sm,0.633910629733333,0.0586602465082309
B Co Yb,0.6339050420333331,0.0847936253114714
Co Th Zr,0.6338576451333328,0.0490320340574641
Co Pr W,0.6338504009666667,0.0741228320692761
Ac Co Er,0.6338470519000003,0.0939162918844968
Co Er Pm,0.633810416666667,0.072009414418044
Co Os Y,0.6337810557000004,0.0729912982696955
Co Gd Re,0.6336223150666663,0.0624262873280305
Co Tc Tm,0.6334737063000002,0.0638321990589057
Co Nd Yb,0.6334658881333333,0.046146379729394
Ce Co Mo,0.6330906883666667,0.0865285525175049
Co Eu Sm,0.6330022049333334,0.0478808923738956
Co Lu Tc,0.6329215901666664,0.0597312502821267
Co Hf Re,0.6328276358999999,0.062425095902531
Co Pr Ta,0.6327773514,0.0510323958180058
Co Ta Zr,0.6327253113666669,0.0531314521647197
Co Hg Nd,0.6327014361333332,0.0519419627471949
Co Ga W,0.6326956405,0.1340155460992449
Co Eu Mo,0.6322008275333335,0.0747737482924456
Co Cr Eu,0.6321140368666669,0.0541732247070389
Cr Ge Mn,0.6320483875999993,0.3689567043713161
Co Pm Tc,0.6319168661333336,0.0782924687078691
Co Ga Re,0.6316121322666661,0.1242933252161096
Co Np Tc,0.6315201442000002,0.1103053195400071
Co La Sm,0.6313732623000005,0.0736018458884154
Co Pu Tc,0.6313557612333336,0.0988244528643668
Ga Ge Mn,0.6313200560999997,0.3963269762542458
Co Gd W,0.6312870727999995,0.0744963955506546
Cr Mn Ti,0.6312514099666667,0.1148361118837323
Co Pa Tc,0.6312246406333331,0.1156738808770608
Co Re V,0.6311869899666663,0.0741912177631003
Co Pb Sm,0.6311697715666666,0.0658046198527183
Co Hf Tb,0.6311232148666661,0.0433202340547411
B Co Os,0.6311116590666666,0.0978264155781424
Co Gd Th,0.6310637572666665,0.0472590477560007
Co Cr Pb,0.6309191349999999,0.0717172819645462
Co Cu Ti,0.6307042670000003,0.3144998930252179
Co Dy Tc,0.630547757533333,0.0725629152507205
Co Lu Re,0.6304372031333342,0.0586094805592116
Co Hf Th,0.6302066626666668,0.0472750905600928
Co Re Tm,0.6301772817333335,0.0581551655121245
Ac Co Tc,0.6301095096,0.1102191398260276
Co Hf Ho,0.6300093116333333,0.0443289649447469
Co Pr Yb,0.6299189003,0.0435834176458319
Co Ga Th,0.6299073652666668,0.1122551328664113
Co Cr Cu,0.6298619503666669,0.3100782129608619
Co Mo Pb,0.6297462570666672,0.0910505239402845
Co Pt Ti,0.6297461624333334,0.0837521231177158
Co Os Zr,0.6297415186333327,0.0607951971129899
Co Nd Os,0.6294346012666668,0.0611927809116033
Ce Co Cr,0.6292874038666673,0.0668634168165422
Co Gd Ta,0.6292735331333333,0.0514093667397873
Co Hg Zr,0.6292173117200002,0.0515533104343351
Co Th V,0.6291519974,0.0598005646335152
Co Er Tc,0.6291211679999997,0.0741685058134176
Co Hf Ta,0.629082453066667,0.0514222057709307
Co Ga Ta,0.6290219838666673,0.115455163612005
Ge Hf Mn,0.6288995712333331,0.1875969394843478
Co Pu Re,0.6288141151000003,0.0964178392500001
Co Np Re,0.6286399258,0.1079888813705694
Co Pm Re,0.6286041588333336,0.0777008761763267
Co Hg Pr,0.6285944978099999,0.04943866120171
Co V W,0.6285824123666665,0.0857342161177529
Co Hf W,0.6285477392666668,0.074492249331473
Co Tm W,0.628498777,0.0704113553367877
Co Lu Tb,0.6284530497000002,0.0386406540158915
Co Tb Tm,0.6284391389666669,0.043111128527316
Co Pa Re,0.6283630908666669,0.1133967925567989
Co Dy Re,0.6280860291333333,0.0611260063784526
Co Os Pr,0.6280772705000001,0.0587732116560229
Ge Mn Mo,0.6279607174333331,0.2151179826167076
Co Ho V,0.6278956309666668,0.0694229074051154
Co Eu Y,0.6278053715333336,0.062253078036885
Co Pu Tb,0.6277883143333333,0.0807222368739479
Co Lu W,0.6277319008333332,0.0708507928185918
Co Ho Lu,0.6277159180666665,0.0396752994150165
Co Ta Tm,0.6276870773000003,0.0469552290310823
Ge Mn Re,0.6276633208000003,0.1984781555471025
Ac Co Re,0.6276391856666667,0.1079017432744072
Co Ho Tm,0.6275080848000004,0.0441193323185209
Co Np Tb,0.6273175397,0.0929267614848673
Co Pa Tb,0.6271995884333333,0.0986100174405106
Co Th Tm,0.6271896808333333,0.0427304516208119
Co Np W,0.6270708152333333,0.1115236279860926
Co Pa W,0.6270038617000001,0.1168705077368933
Co Cr La,0.6269663594333335,0.0991098535088279
Co Pb Y,0.6269291932,0.0791913920438457
Co Pu W,0.6268203811999998,0.1000936652231807
Co Gd Yb,0.6267295915000001,0.0439544288498628
Co Ta V,0.6266616684666666,0.0636939913405214
Co Er Re,0.6265979400666669,0.0615871047995089
Ge Mn Zr,0.6264406264666667,0.1944577690748681
Co Pm W,0.6263086638000003,0.0891099411424135
Ac Co W,0.6263034433333335,0.1114384465768921
Co Nb Ti,0.6262847988333333,0.0731694311724148
Co Pm Tb,0.6262502363333337,0.0649312286192587
Ge Mn Pu,0.6261475969000001,0.212033839567163
Ge Mn Pm,0.6261417688,0.1974696776414333
Co Dy Ta,0.6261077574333326,0.0500548188650562
Co Np Ta,0.6260537434999998,0.0972001783669095
Ac Co Tb,0.6260406643333335,0.0928344478539878
Ge Mn Np,0.6260195105000005,0.2203892244836927
Co Nb Sm,0.6259819901333332,0.0635470511501422
Co Ho Pu,0.6259599823666666,0.0815786076367597
Br Co Mn,0.6259279832466664,0.1545670617347713
Co Ga Hg,0.6258954207333329,0.1141297241676049
Ge Mn Pa,0.6258945002999997,0.2243594204106496
Co Lu Th,0.6258457931000002,0.0432050826455534
Co Pu Ta,0.6258392645666666,0.0851879786934436
Co Dy W,0.6257515465000002,0.0732334640053548
Co Lu Ta,0.6257271115333332,0.047428617534958
Ge Mn Tc,0.6257002829000001,0.1998451659376956
B Co Eu,0.6256538082666667,0.0880748505750285
Co Pa Ta,0.6256254335666667,0.102799447201683
Co Gd Hg,0.6253673201000003,0.0498102352500052
Co Ho Np,0.6253314549999998,0.0937412860731818
Co Ho Pa,0.6251823271666667,0.0994069785399019
Co Sc Ti,0.6250806467000005,0.136120422086075
Co Cu Mo,0.6250638043333335,0.1986537801770354
Co Pm Th,0.6250247925666668,0.063441875216261
Co Hf Hg,0.6249651663333334,0.0498302439351901
Ac Co Ta,0.6249583033000002,0.097108648724578
Ce Co Nd,0.6249165239333334,0.0624328707991707
Co Dy Ho,0.62484626,0.0560537695213813
Co Cr Nb,0.6248172987333339,0.0646238819931524
Co Ga Yb,0.6248079590333337,0.1095467746107391
Co Mo Pt,0.6247748032000002,0.0946595255349877
Ge Mn W,0.6247734180333331,0.2064184856994677
Co Pu Th,0.6247580946999995,0.087997594705305
Co Np Th,0.6247520614333335,0.0999063180255654
Co Eu Nd,0.6246652239333333,0.0499605604989994
Co Er Ho,0.6246640066000001,0.0552646191135423
Co Pt Sm,0.6246339051,0.0697571491863541
Co Er W,0.624613850066666,0.073671649522694
Ac Ge Mn,0.6245807412333335,0.2203360238520924
Ce Co Pr,0.6245712953666669,0.0569806518555959
Co Pa Th,0.6245555401333336,0.1054608216951123
Co V Yb,0.6244963362333334,0.0567269334696526
Co Si Zr,0.6244644384666665,0.159508928450299
Co Re Tc,0.6243426166999998,0.0798096423483518
Be Co Ti,0.6242306900666671,0.1440959656242276
Co Gd Os,0.6241229446333334,0.059136381948103
Co Mo Nb,0.6240814364333335,0.0920179895848087
B Co Si,0.6240725357333335,0.2926222725333148
Ge Mn Pb,0.6240622890333336,0.2005668550372661
Co Hf Yb,0.6240514216333332,0.0390461063261259
Co Tm Yb,0.6240132965333329,0.0393761967968469
Co Ga Os,0.6239433600666672,0.1216494826603159
Co Hg V,0.6238695157466672,0.0621731450675202
Co Nd Pb,0.6238284047333333,0.0677433982897899
Ac Co Ho,0.6237719041666668,0.0936498209837643
B Co Pb,0.6237522746333335,0.1035985229061806
Co Er Ta,0.6237055854333332,0.0505377687942572
Co Dy Th,0.623655121233333,0.0459048777027124
Co Pm Ta,0.6235899166999999,0.0673154817324355
Co Hf Os,0.6235423210666663,0.0591372469998894
Co Eu Zr,0.6235401527,0.049571471188914
Co Ho Pm,0.6234555046666667,0.0729082308328743
Co Lu Yb,0.6233341085666667,0.0342946515557465
Co N Ti,0.6231999911800002,0.218897067178603
Co Sr Ti,0.6231383252333337,0.1221244512017625
Co Cr N,0.6231167363333328,0.2113255750153399
Co Pb Zr,0.6230929306333334,0.0674166670824012
Ac Co Th,0.6230691389666667,0.0864114935271932
Co Np Yb,0.622970678533333,0.0893691776500366
Co Ga Si,0.6229255554000002,0.2865404221794989
Co Tc W,0.6229089536000002,0.0911325743252297
Mn Sm Ti,0.6228778596666663,0.0813854122578213
Co Er Th,0.6228693283000003,0.0463981430709477
Gd Mn Ti,0.6228192020666669,0.0669063272028363
Ge Mn Os,0.6228114433666668,0.1963061828229177
Ge Mn Pt,0.6227201046666669,0.2031944091008655
Co Pu Yb,0.622669300933334,0.0770085118118463
Co Pa Yb,0.6225351535666664,0.0951193798192638
Co Os V,0.6224646339666663,0.0710430928409242
Co Dy Yb,0.6223267331666669,0.0425666288993167
Co Eu Pr,0.6222577018666672,0.0474349889637054
Co Cr Pt,0.6221978330000003,0.0755148310215547
Co Hg Tm,0.622148559966667,0.0453359963968079
Co La Zr,0.6221381136666664,0.0952502824999107
Co Hg Lu,0.6217849605333337,0.0458110454350696
Co Tb Tc,0.6217677038000005,0.0671505672938203
Ac Co Yb,0.6217093114,0.0892753890537065
Co K Mn,0.6216559842866665,0.1869987506039752
Co Cr Sc,0.6216328329666668,0.126632056188903
Co Nb Y,0.6214514484333332,0.0723993071257166
Co Hf Si,0.6214338033333331,0.1519529669714776
Co Pm Yb,0.6214159255333336,0.0603176468945392
Cr Gd Mn,0.6214115439666669,0.0581916196171845
Co Os Tm,0.6214112688666665,0.0548146979674764
Ge Mn V,0.6213925121333334,0.3716799133894761
Co Lu Os,0.6210980562333335,0.055274021086481
Mn Mo Ti,0.6210896740333335,0.1081835602622103
Ge Hg Mn,0.6210268524999999,0.1902250755734307
Be Co Cr,0.6209847821999999,0.1348411983027519
Cr Mn Sm,0.6209770165333327,0.0731468475451203
Co Hg Pu,0.6208675850999994,0.0826077348611877
Co Pb Pr,0.6206971200666671,0.0654019950814532
Co Tc Th,0.6206605989999998,0.0656726053241359
Co Hg Np,0.6204880482166665,0.0947299652004907
Co Dy Hg,0.6204033926666668,0.0484506722644353
Co Os Pu,0.6203823674333335,0.0920915771931301
Co Hg Pa,0.6203610470333333,0.1003757547678269
B Co Cu,0.6203451495333336,0.3276354552532536
Co Np Os,0.6203355522333336,0.1038293501488959
Mn Np Ti,0.6202574594333334,0.1151056866837591
Co Hg Pm,0.6202538949466667,0.0657955767095159
Co Ho Tc,0.6202004238000003,0.0750598217398698
Co Os Pa,0.6200926918333332,0.1093094365241601
Co Os Pm,0.6200500394666667,0.0745915513248588
Cr Hf Mn,0.6200382693333334,0.061181369039208
Cr Mn Re,0.6199916826666668,0.0770448120739376
Ge Mn Ta,0.619990501233333,0.1912974780743989
Mn Pm Ti,0.6199825373333336,0.0836981846970499
Co Re Ta,0.6198839759666671,0.0651919131370244
Co Dy Os,0.6198752445333331,0.0578232303824392
Mn Pa Ti,0.6198551765000001,0.1203858871679828
Ge Mn Sn,0.6197329819999997,0.2767698763605163
Hf Mn Ti,0.6196844568666666,0.0697896271182074
Ac Co Hg,0.6196500741466664,0.0946363665603258
Cr Mn Mo,0.6196118726666668,0.100716584755459
Co Pm Si,0.6195302396333336,0.1627393654612539
Ga Mn Ti,0.6194604200999997,0.2311741174647422
Co Er Yb,0.6194587887333333,0.043066655719137
Co Pa Si,0.6193750351666673,0.1919821170650209
Ge Mn N,0.6193195221666667,0.4220543848722407
Co Re W,0.6192920559999998,0.0811659510861696
Ac Co Os,0.6192713031333335,0.1037399945344641
Mn Re Ti,0.6191999577000004,0.0851674214007036
Co Pt Y,0.6191403676666661,0.0829994495355859
B Co Nb,0.6191387274666665,0.0973118768370113
Mn Ti Y,0.6191244543666664,0.1080984551622782
Mn Pu Ti,0.6190828150999994,0.1038258329019047
Cr Mn V,0.6189442778,0.112550875853682
Co Ta Tc,0.6189329742000004,0.069511533319367
Lu Mn Ti,0.618932288833333,0.0655799611068523
Co Ir Ti,0.618911706216667,0.0843198843103813
Cd Co Ti,0.6188925601666667,0.0781352729989905
Co Ta W,0.6188813548666664,0.0771346065731032
Co Re Tb,0.6188650903666669,0.0603562551877414
Ac Mn Ti,0.6188079007666665,0.1150218602839154
Cr Lu Mn,0.618714906966667,0.0568201417891235
Co Cr Sr,0.6187142770666664,0.1149622524195588
Co Pu Si,0.6186471067333336,0.1786207493309633
Mn Ti Tm,0.618614586966667,0.0695778799003156
Co Hf Pb,0.6186140783000003,0.0658239552870816
Co Cr Ni,0.6185707331666666,0.2738865188966061
Co Er Hg,0.618513250633333,0.0489362664248844
Co Np Si,0.6184860625333333,0.187687913100419
Co La Pr,0.6184795173333334,0.0720268023413302
Cr Ga Mn,0.6184651926666664,0.2258766632226095
Co Er Os,0.618169188633333,0.058290644467183
Cr Mn Pm,0.6181052794333332,0.0755324403179987
Cr Mn Np,0.6180407804666667,0.1078067894117858
Ac Co Si,0.6180321906666664,0.1876254831563936
