y_true,y_predict
0,0.47663180835413854
1,0.5871933280417183
0,0.16680318993763593
0,0.03657249863438047
0,0.13803364659076953
0,0.06287006499659113
0,0.08889986372605808
1,0.12803721715039404
0,0.32683586061946973
0,0.7139255186858451
0,0.19502505477594564
0,0.05885853060952401
1,0.6793823910431983
0,0.1379976888640804
0,0.1198067495694862
0,0.0376323737113505
0,0.12923783804969755
1,0.7120325821588355
0,0.13249151239791243
1,0.4098831389330222
0,0.22135206777894
0,0.04675078393326875
0,0.04855481971963699
0,0.036319251870276494
0,0.043665675719878935
1,0.7634577322504538
0,0.7296624927607034
1,0.7175636359400213
0,0.045606640433548604
0,0.6374910193782736
0,0.03456786646434184
0,0.727889187462624
0,0.10363767599826425
1,0.7825378047160096
0,0.11229446281848174
1,0.7265954851769523
0,0.13389907157019793
0,0.03656369912519348
0,0.04080347703936241
0,0.10339660079751617
0,0.09371894120279407
0,0.22195654602017711
0,0.12872929865745186
0,0.3613216038455104
0,0.14647748013057602
0,0.06205063385690591
0,0.11564001631400615
0,0.1286054189321684
0,0.7554715634484529
0,0.036175313605453695
0,0.14851629094228502
0,0.11506291209489383
0,0.6491683732983432
0,0.11904397401909234
0,0.1754539465255146
0,0.04105230142003538
0,0.1269096498523472
0,0.41024425140236154
0,0.186996400582996
0,0.43893578372333236
0,0.042147476075956265
1,0.6881930963900033
0,0.15010950597038733
0,0.20081147819753561
0,0.22048138795255376
0,0.10018862020821062
1,0.44188010249720905
0,0.12367139752705984
0,0.04852586077944648
0,0.195732939473341
0,0.03331525899836313
0,0.10425723792003268
0,0.29989274134396565
0,0.1640339753969831
0,0.469113124611
0,0.04483554461190776
0,0.04831500088365645
0,0.14800878843794046
0,0.10282658049104794
0,0.20265106042925798
0,0.21888668200108977
0,0.22533643189293326
1,0.7114259844162696
0,0.058785097065304236
0,0.1516459187619441
0,0.756829333791753
0,0.04208496000845741
0,0.23452684242675853
0,0.15578070848415826
0,0.8283660048853122
0,0.10453347416380933
0,0.7303322231717635
0,0.04390049630145065
0,0.03755525529170212
0,0.21493941474110645
0,0.20045260577195465
1,0.6960825977469228
0,0.12996314358182276
0,0.218190262383896
0,0.05340833277448629
0,0.1446018475398762
0,0.13449358606785988
0,0.1181950950825802
0,0.6920290122920576
0,0.059532864160488266
0,0.04047831462339999
0,0.3354218061940823
0,0.10650745976164229
0,0.046497784831950904
0,0.12400875941201787
0,0.10448597000136711
0,0.06857371018867629
0,0.1213090588579027
1,0.7544285227972608
0,0.1255067470642709
0,0.04688040874159288
0,0.42820709442870536
0,0.260427676680055
1,0.4069807057762946
0,0.37855400010789625
0,0.11930798057631918
0,0.14350692359301265
1,0.5283507331219116
0,0.10924229426834986
0,0.11333414967897579
0,0.7243617000529232
0,0.1501643561615507
0,0.11144055645744394
1,0.5437097964330182
0,0.04141655932812486
0,0.11768345793374416
0,0.13788143921459545
0,0.1361736219500452
0,0.7038604606568509
0,0.3248318314103127
0,0.7008731115516637
0,0.04734526638949936
0,0.5250756039631596
0,0.17556911477177503
0,0.12310554757153641
0,0.03366472214104746
0,0.06219926615394525
0,0.17178187694320912
0,0.14979828222160502
1,0.663344399561214
0,0.15101074781805626
0,0.08673983564483004
1,0.7770144349807948
0,0.11477138804224118
1,0.7093308695904706
0,0.035894037348746896
1,0.7097123939378607
0,0.35412321781638284
0,0.10036587959060457
0,0.06251063327155836
0,0.12786962027112753
0,0.03827142418966332
0,0.04880198622366378
0,0.08896562960760689
0,0.10233751644903767
1,0.7386030674628623
0,0.03761263500773928
0,0.043012471227376475
0,0.11362305015985251
1,0.3954202897343888
0,0.21097714348660415
1,0.12221778369951355
0,0.7290073370672081
0,0.21723815322531678
0,0.7197812557732333
1,0.2227607486585483
0,0.5402719240609584
0,0.08807304951605006
0,0.10098359006767099
0,0.10457286664333793
1,0.6796198963760837
0,0.12390501897081924
0,0.7338507776189022
0,0.7186093021418674
0,0.3296360079477429
0,0.08855324845385881
0,0.1065177476671498
0,0.08062776900604383
0,0.3471093234829549
0,0.13905677253972898
0,0.23785704180533987
0,0.17364308722452867
0,0.11153383830606112
0,0.44852166591422515
1,0.848965807671428
0,0.1335178294234198
1,0.7870307845029794
0,0.14014709522943147
1,0.7410562684666019
1,0.7840018629541475
0,0.12330375990517403
0,0.14170973276795992
0,0.190203204042184
0,0.11450823656020022
