#phases,average probability Tc>10K
phases,probability
P Cr Ru,0.1378930735133332
Zn Y Nd,0.1378906131333334
Ca Sc Eu,0.13788633715
Al P Pm,0.13788502131
Se Sr Ho,0.1378828705949999
Sc Co Br,0.1378812175183333
F Sn Ho,0.1378809091883332
Be Se In,0.1378796525376666
Na Sb Au,0.1378795144833333
Ni I La,0.1378790266816666
Se Tc Eu,0.1378784620816665
Y Tm U,0.1378783353666666
B Sr Pu,0.1378776210566667
Cl Kr Tb,0.1378763787333334
Sn Lu Hf,0.1378729189666666
Te W Pb,0.1378716260466665
Y Pd Ba,0.1378715716399998
Cr Co Y,0.1378709030299999
Rh Ag Pb,0.1378700663800001
Cu Cd Pr,0.1378687505866667
Ni Zr Pt,0.137864591145
Cu Xe W,0.1378634257266666
F Rh Eu,0.1378617089626667
Ba Tm U,0.1378610064999999
Co Cs Bi,0.1378575789049999
S Cr Tc,0.1378557588
Mn Hf Os,0.1378543794366667
Cl Sb Ac,0.1378512884433332
F Mn Dy,0.137851181223
Be Rh Pb,0.1378508113933333
Si S Ag,0.1378506587213334
B Tc Pd,0.137848780415
P Rh Sm,0.1378484527766666
I Re Pu,0.1378474465833333
Rh Nd Pb,0.1378463702066667
Ba Eu Hf,0.1378454262733333
Zr Yb Ac,0.1378442182266666
Br Ru Tm,0.13784332296
Zr Sb Xe,0.1378413189316667
Mn Rh Pu,0.1378410295533332
Na Xe U,0.13784067984
Cr Ag Ta,0.1378323192099998
Be Na Nd,0.13782577963
Br Pr Sm,0.13782555712
Ca Tc Pb,0.1378251629100001
He B Si,0.1378243154766666
Si Cr Lu,0.1378234878100002
B Tl Np,0.1378169920666667
Se Nd Pt,0.1378167311993333
Na Ag Re,0.1378146781366668
S Cr Ag,0.1378142939399999
Al Si Tb,0.1378120583266666
Ti Cu Pt,0.1378113042466666
As Ho Tm,0.1378105605066667
P Ca Eu,0.1378087168533333
S In Hg,0.1378071321543333
In Sn Bi,0.1378068522886667
Be Rh Hf,0.1378054041566667
Zn Hf Au,0.1378022252933333
F Sn Gd,0.1377988817899999
F Ru Ba,0.137796137813
B Co Ta,0.1377945751033333
As Pd Pt,0.1377942607399999
Y Sm Tl,0.13779350284
Zn Ge Y,0.1377912085566667
Be Cr Ta,0.1377908724733332
Si Cu Ce,0.137788704361
Y Nd Hf,0.1377884431333333
Zn Te Ta,0.1377879328666665
Na Cd Th,0.1377814918166667
Sc Y In,0.1377812818333332
Br Xe Tl,0.1377806949166668
Be Mn In,0.1377801086033333
Sn Gd Tl,0.1377772880433332
Cs Pb Pa,0.1377760402166667
Cr Mn Ir,0.1377758241166667
P Rh Er,0.1377751059
Be Cs Tm,0.1377748445533332
Na Ag Bi,0.1377703338833334
Cr Mn Pu,0.1377678154266666
Cu Gd Bi,0.13776729807
Be B Th,0.1377656078
Si Ta Hg,0.137764908
Zn Sr Au,0.1377641422599999
Pd Cs Pt,0.1377623751466667
P Sn Os,0.1377552412266666
Br Cd Tm,0.1377513257083333
Ti Se La,0.1377493240633333
Sn Sm Pt,0.13774879963
Ca Zn Pt,0.13774872401
Ni Rb Th,0.1377449376436
Cu Nd Lu,0.1377444723566667
Y Ag La,0.1377442756233333
Ru Sn Sm,0.1377401457899999
Cs Hf Pa,0.1377394117933333
Al Pr Eu,0.13773877727
Zr Tc Ac,0.13773859317
Ca Tm Au,0.1377383050033333
F Cd Au,0.1377353942213333
Cr In Pb,0.1377323323166667
Br Eu Ho,0.1377322455566665
As Ag Sb,0.1377316095149999
Se Kr Ba,0.137726120649
As Pr Gd,0.13772336333
Ca Ti W,0.1377231277133334
Cu Ce Tl,0.1377222040213333
Si Se Ce,0.1377206922073333
Cr Zn Cd,0.1377169704799999
F Ca Os,0.1377168442823333
B Kr Cd,0.13771627955
Cr Pd Ba,0.1377136004786666
Mn Sr Dy,0.1377132365266667
S Rh Pr,0.1377109252366666
Al Tc Lu,0.1377092227999999
Be Y Tl,0.1377062697933334
Zr Sb Pu,0.1377061381049998
Br Pd Pt,0.1377059965566668
As W Pu,0.1377032281433334
S Zn Cd,0.1377028123299999
I Ce Pr,0.1377020598766667
Cl Tm Np,0.1377017188516667
S Th U,0.1377008694673334
S Er U,0.137692337391
Ge Rh Hf,0.1376902722266666
Sc Cr Cd,0.1376887354433333
Si Te Re,0.137688467
Cr Sr In,0.13768352859
Al Pd Hg,0.1376796995266667
Br Ir Pb,0.1376790295316666
P Co Cu,0.1376782728286665
Zn Rh Sm,0.1376776424566667
B La Tm,0.1376774304433333
Se W Os,0.13767038171
Zn Ba Nd,0.1376695031166668
In Cs Pu,0.1376572005333333
Al Sr Tm,0.1376549549366666
Cu Tc Eu,0.1376540775533333
Al Te Ac,0.1376514898966666
B Pd Eu,0.137649658465
Al Tm Pt,0.13764929111
Cl Tb Ac,0.1376453958233333
Cu Tb Re,0.13764525599
B Sc Pa,0.1376406188899999
Cu Cd Dy,0.1376389246
Kr I Re,0.1376373103833332
Rh Pt Pb,0.1376353903933332
Mn Er Hg,0.13763024915
Y Eu Tl,0.1376296625833333
Be Se Ag,0.1376272423156666
I Pm Hg,0.1376222217933332
Cu Sm Th,0.1376201554333333
Zn Au Tl,0.1376201157333333
Al Pd Cd,0.1376197778533332
Na Nd Eu,0.13761973086
Sr Ba Bi,0.1376184639466666
Be Ba Hf,0.1376167708866667
Ge Au U,0.1376154136066666
Cs Gd Er,0.13761477594
Sn La Er,0.1376101384866666
Ge Cd Sn,0.1376077744699999
As Sb Er,0.1376061320773333
Y Xe Ba,0.1376026957566666
F Pb U,0.1376002402136666
Zr Os Pa,0.13759938442
Br Sm Os,0.1375985892866666
Sc Y Hg,0.137595768
Zr Tb Pu,0.1375955827833332
Cs W Pa,0.1375955715633333
Y Sn Pm,0.1375941795266667
K Sb Np,0.1375884057376666
F Se Pt,0.1375849367351666
B Sc Xe,0.13758376405
Si Y Lu,0.1375812620199999
As Xe W,0.1375811454133332
Se Sm Bi,0.13757850978
Zn Y In,0.1375773778333333
Cu Dy Hg,0.1375773037033334
He Zr Lu,0.1375769328233333
S Ba Os,0.1375697936916667
Tc Au U,0.1375672704066667
P S Hf,0.1375631510633332
Al W Ac,0.1375618486833333
P La Au,0.13756179552
Mn Rh Xe,0.1375615097733333
Mn Te Ce,0.1375609484183333
Br Dy Er,0.1375604045399998
K Sb Pa,0.1375558274033333
Y Nd Tl,0.1375513642466667
Sc Mn Dy,0.13754904446
Sc Y Ag,0.1375482202
Si Bi U,0.1375437814299999
Ca Er Tl,0.1375422328799999
Ti Br Sm,0.1375411210399998
Si P Bi,0.13754014991
Ca Ge Hf,0.13753636356
Cu Pr Nd,0.13753214827
Se Rh Pa,0.1375285364433332
Ag I Pa,0.1375252207033332
Zr Lu Np,0.13752324002
Sn Nd Hg,0.1375221702633334
Mn Tc Bi,0.1375218227016666
P Cr Hg,0.13752050692
Sc Rh Er,0.13752019114
Mn Ge Bi,0.1375195350989999
B Dy Re,0.137515423195
Na Kr Rh,0.1375143204899999
Rb Eu Ac,0.1375141599699999
In W Au,0.1375137258599998
Cr Sr Ru,0.1375128351083334
S Bi U,0.1375124829116666
P Cu Ce,0.1375110251916666
Be As Pd,0.1375045552123333
Br Pm Tl,0.1374987732733333
Br Ta Np,0.1374975003066666
Mn Pr Hf,0.1374952875
Br Sm Ho,0.1374942856
Ba Tb Au,0.1374913341333334
Mn Ag In,0.1374906786486666
Cr W Pt,0.13748968177
Te La Ta,0.13748937936
Sr Cs Pm,0.13748762288
Rh W Th,0.13748759355
Br Gd Re,0.13748751754
Ni I Hf,0.1374867407853334
Ge Se Er,0.1374837465613332
Mn Tc Hg,0.1374835396499998
Ca Ho W,0.1374812247399999
Ge Br Tb,0.1374795548766665
Br Nd Dy,0.1374787526799999
Al Sc Pu,0.1374768251766666
Zn Sn Os,0.1374743416666666
S Te Th,0.1374711922566666
F Sr Ba,0.1374710396763333
B Pm Hf,0.1374694596833333
S Tc U,0.1374693783616666
Br Os Pt,0.13746864632
Rb Sb Tm,0.1374679359309999
Sc Y Pt,0.1374674227933332
Al Ti Sm,0.137466279679
Sb I Ho,0.1374657751416667
Sr Cs Np,0.1374656167699999
Zn Ba Eu,0.1374650892966666
Na Ag Eu,0.1374620483399999
Ni Zr Eu,0.1374620245796665
As Pm Hf,0.1374601623400002
Mn Pr W,0.13745830675
K Ni Tb,0.1374571682043333
He Zr Os,0.1374559198266667
F P Au,0.1374537179803333
Tc Ba Pb,0.1374530107866666
Si S Lu,0.1374499922323333
Cu In Pr,0.1374497885146666
B Dy Er,0.1374481370233332
Ca Co Ba,0.1374478198216666
Ag Ba La,0.13744707615
P Ta U,0.13744687221
Se Xe Au,0.1374436913333334
S Ba Yb,0.1374432537963333
Ca Dy W,0.1374380121566665
He Ag I,0.1374365039900001
Na Sr Yb,0.1374349734976666
Sc Mn Os,0.1374327972399999
Cr Y Pd,0.1374306721633333
Zr Xe Tb,0.1374304032433332
Ba La Nd,0.1374295423666667
Ba Sm Tl,0.1374284182299999
K Ce Pu,0.13742807877
Na Gd W,0.1374278881766666
B Ho Pt,0.1374265079066665
Cu Pm U,0.1374250360866665
B Pb Ac,0.1374248944186665
P Cs Pu,0.1374245678966666
Mn Ag Eu,0.13742370686
Ti Sn Pb,0.1374228308103335
B Pd Re,0.1374185463333334
Se Tb Hg,0.1374174847966666
In W U,0.1374172426033332
F Tc Rh,0.1374168745103332
Na S Gd,0.1374165700616667
Ni Zr Cd,0.1374143533923333
As Te Ac,0.1374122409809999
Br U Np,0.1374115187833333
F Si Hg,0.1374081670783333
Cl Kr Gd,0.1374077586666667
Ni Cu U,0.1374076042733333
Se Ba Ac,0.1374066573483332
Si Eu Au,0.13740560624
Sr Cs Ir,0.1374054573533333
F Mn Th,0.1374034918086668
Ge Se Tc,0.1374029261573333
Si Ni Br,0.1374008873342332
Cr Sn Np,0.1374008546466666
S Ba Ho,0.1373998773843331
Ru Rh Sm,0.13739810764
Ni Cs U,0.137396581571
B Eu Ho,0.13739602686
Si S Ti,0.13739542851
As Pr Tm,0.1373945021466666
F Cr Sr,0.1373937843726667
Cs Tb Th,0.13739117664
Cr La Bi,0.1373811415666666
He Se U,0.1373802385353334
Na Lu Pb,0.1373784066266666
Na Te Ce,0.1373741570439999
Na Sc Os,0.1373736518899999
S Nd U,0.1373730521266667
Cu U Pu,0.1373717508799999
Br Tl Pu,0.1373712417100001
Be Pd Cs,0.1373701985333333
F Cr Cd,0.1373674120869999
Ba Ho Au,0.1373673181766668
Cr Cd Hf,0.1373644405499999
F Si La,0.137364163945
Cr Kr Sn,0.1373636991366667
Al Sb Pt,0.1373628691916666
Si S Er,0.137362090627
I Ce Os,0.1373601204533333
Cr Lu Au,0.1373593452033334
He Cr Sn,0.1373587611433332
Na Ti Sr,0.1373575517133334
Y Te Tb,0.1373575209966665
F Se Dy,0.1373575050613333
Be Y La,0.1373557741166666
Zn Ta W,0.1373545545400001
Cr Hf Bi,0.1373542982766665
B Co U,0.1373534354923334
Cs Pb Np,0.1373532469499999
As Pd Bi,0.1373520958066666
Na Sr Lu,0.1373520552899999
Cu Pa U,0.13735139344
W Pt Au,0.1373512554366667
Ge Y Tl,0.1373512470999999
Cu Cd Lu,0.1373506613733333
Si La Pb,0.1373505787166664
He Br Te,0.1373502618466665
Cr Yb Au,0.1373497404933333
Tc Cs Tb,0.1373494712633334
Ag Sn Eu,0.1373459497066666
In Ba Pb,0.1373441303066667
Se Tm Hf,0.1373424703066666
As Kr Ta,0.137341341355
Ca Rh Ce,0.13734040532
Na Cd Er,0.1373402691433334
F Pd Sn,0.1373371989956665
Sc Cu Sb,0.1373361568966666
F Ge Rh,0.1373353385286666
Sn Pr Hf,0.1373347054166667
F Ba Nd,0.1373333515036667
Co Rb Sb,0.1373323834196665
Cr Yb U,0.13732968558
As Pd In,0.137327599543
Zn Ba Sm,0.1373265441533334
Rb Er Pu,0.1373235694866666
B Xe Hf,0.1373216357133333
B Yb Lu,0.1373203078983333
Se Au Pu,0.1373193106266665
Mn Sb U,0.137318132196
Ca Pb Th,0.1373163224666666
Rh Ag Hf,0.1373143986866667
Br La Ce,0.1373117911633334
Sc Cu Gd,0.1373107641433333
Cu Os Hg,0.13731021875
Hf Au Pb,0.13730704697
Al Sm Yb,0.13730469058
S Ti Ba,0.1373043017933333
B Cd Pm,0.1373033452533334
Cr Lu U,0.1372997078899998
Sc Te Ta,0.1372968626333332
Be Ag Sn,0.1372919496833333
Na Ge Cd,0.1372897580433333
Cr Ge Ta,0.1372884884899999
Ba Ta Pt,0.1372877744966666
Na Sb Ba,0.1372873195583332
Se Eu Pt,0.1372811338133334
Mn Eu Pt,0.1372808160933333
Cs Hf Np,0.1372807931433333
P Au Pb,0.1372801419233335
Ca La Er,0.1372777571466666
P Cs Ir,0.1372752004466666
Rb Yb Pu,0.1372739742733332
Cu In Yb,0.1372728203599999
F Ca Ho,0.1372712909759999
Zr Dy Pa,0.13726856172
Si Sm Au,0.1372677568566665
Br Tl Pa,0.1372642806666667
Be In Sn,0.1372641456066665
Si Ag Au,0.1372591636033333
Kr Sr Cs,0.1372574599166666
Br Te Ac,0.1372573991833332
Ge Rh Pb,0.1372562350233334
Mn La Yb,0.1372559561033333
Al Tm Re,0.1372517760333333
F Co Br,0.1372511395313332
Na Yb Pb,0.13724965184
B Ni Ge,0.1372493708219999
Sc Tc Rh,0.1372490250933333
He F As,0.1372474047519999
Cu Ce Bi,0.1372451115843334
Be Zn Ba,0.1372430890856667
Se Tm W,0.1372404816066666
Ru Rh Pt,0.1372403794933333
S Se Pd,0.1372398084206666
Ag I Pm,0.1372380389133333
Rb Pm Er,0.1372372145399999
Si Ca Sb,0.1372358437989999
P As Ac,0.13723451631
P Se Pr,0.1372330272843333
Mn Pr Pb,0.1372303827316667
Cr Hg Pb,0.1372289241566666
Cs Dy Yb,0.1372285980133333
Cr Ru Pb,0.1372265626366668
Se Sr Tb,0.1372263988593334
S Co Cs,0.1372250704109999
Na Sc Ho,0.1372234175299999
Sc Se Os,0.13722278401
Al Ru Tb,0.1372214989
S Ba Tb,0.1372211202816666
Rb Th Np,0.1372199667666665
Na S Tm,0.1372183218776666
As Ce Tb,0.1372178292089999
Cu Ta Ir,0.13721673053
Sc Mn Ho,0.1372163041233332
Rb Tc Pu,0.1372157307633333
Cu Cd Yb,0.1372152938333332
Be B Os,0.1372109734
B Ni W,0.1372105664985334
Na Gd Ta,0.1372087829900001
Be Rb Ac,0.1372078272866667
Cu Cd Os,0.1372052113933333
Ca Re Bi,0.1372030901233334
Se Rh Xe,0.1372002665699999
P Y Ag,0.13720025633
Cu Ho Re,0.1371990134133333
Be Ba La,0.1371972522833333
Br Ag Tb,0.1371970301333333
Si Cd U,0.1371955103033332
Se Pr Hg,0.1371954010113334
In Sn Pt,0.13719420924
Ti Rh U,0.1371911603433332
S Ag U,0.1371891442710001
Ca Ho Ta,0.13718885894
Na Ni Y,0.1371872148393332
Na Ru Er,0.1371867517633333
Cu Ag Lu,0.1371863398666666
Al Er Th,0.1371848360266667
Zn Te Tl,0.1371783782866667
Se Nd Ho,0.1371780305876667
F As Pm,0.137177474896
Te Sm Au,0.1371745349966666
As Ce Dy,0.137174238152
Ag Sn Hg,0.13717242495
S Te Lu,0.13716879094
Cu Cd Ho,0.1371687535166666
Na Sc Tb,0.1371678819133333
Co Br La,0.1371671802766665
Cr La Pt,0.1371609668166666
Ni Rb Er,0.137160294364
K Co Kr,0.1371593490333333
F Ba Bi,0.1371590759376666
Be Co Cs,0.137157885345
Cu Au Pu,0.1371543395366666
Al Tl Pa,0.1371542912633334
Sc Cr Hg,0.1371533368933333
Cs W Np,0.1371520411333333
F Ca Gd,0.1371492150676666
Cu Nd Yb,0.1371463997633334
Se Ac U,0.137145051065
Pd I Gd,0.1371437287913333
Al Tl Np,0.13714103168
I Hg Pu,0.1371383182733334
Cr Tl Bi,0.1371382587686667
Ti Y Tl,0.1371366194033332
Al Cd Sb,0.1371356777346666
F Al Ac,0.1371353955473333
Cs Ce Nd,0.13713518209
Mn Rh Np,0.1371302285833332
Zr Pm Dy,0.1371300034600001
I Bi Ac,0.1371298956266667
Au Tl Pb,0.1371293138433332
P Mn Tc,0.1371283431033333
Rh Yb Ta,0.1371254324233334
Ni Se Y,0.1371228837903331
Cd Ba Hg,0.1371197729866666
Sn Ba Ac,0.1371191998433332
Cs La Ac,0.1371186721133332
Be B Dy,0.13711460389
Sc Se Gd,0.1371125478146667
As Pb Pu,0.1371115037733333
Zr Os Np,0.1371105746833333
F Rh Re,0.1371094849834666
Te Pt U,0.13710840722
Al Sc Xe,0.1371064397866667
Cu Ge Tc,0.1371051081899999
Be Si Au,0.1371040800533333
Se Ir Au,0.1371035348323334
Cr Zn Bi,0.1371027286266666
Ti Pd I,0.1371010340083333
Rh Nd Hf,0.13710071749
Y Ba Pu,0.13709878547
Ni As Se,0.1370983118105667
Cu Sb Bi,0.137097647935
S Ge Hf,0.1370963990486667
Ba Eu Tl,0.1370963336976667
Y Te Pr,0.1370941236733333
Al Au Ac,0.1370932614533333
Cd W U,0.1370921532233333
Ge Pd Cs,0.1370907161866665
Mn Er Bi,0.1370902243299999
Ba W Th,0.1370901306166666
Br Tl Np,0.1370866945666667
F Mn Os,0.1370844264236667
P Br Ce,0.1370831617743333
Br Er Lu,0.13707737423
Ca Ta Os,0.1370760201666665
Be B Pr,0.1370724608333333
B Si Ac,0.1370715309066667
Rb Pm Th,0.1370713267099999
Mn Cd Th,0.1370710441433333
Al Ge Er,0.1370669152766666
Cr Cu Ac,0.13706690761
Ca Cr Ce,0.1370647351166666
Cu W Pu,0.1370625255633333
I Ir Th,0.1370624825293333
S Rh Gd,0.1370602701733334
Sc Ba Nd,0.13706009298
Sc As Pu,0.1370583897633333
Si Zn Pb,0.1370510327233333
Ca Ru Re,0.1370469913766666
Sb Cs Sm,0.1370464187403333
Cu Ag Yb,0.1370448260366667
B F Ac,0.1370443334436667
Na Si Sb,0.1370421483823333
Na P Yb,0.1370404772616666
Ti Se W,0.1370397303866666
Al Eu Gd,0.1370386347999999
P Ca Nd,0.1370385732799999
Ni Ru I,0.1370383271379999
S Te Bi,0.1370377965466667
Na La Gd,0.1370377700099999
Sc Te W,0.1370375281433333
Zn Br Xe,0.13703677593
He Al Sc,0.1370338669299999
P Ca Pt,0.13703310657
B Gd Pt,0.1370315986066666
F Sr Au,0.1370312108949999
Zn Rh Ag,0.1370307887166666
Na Ag Nd,0.1370296253833334
Br Xe W,0.1370291685133333
Br Sr Ce,0.1370271871966667
Ag I Np,0.1370234502533332
Si S Th,0.1370172293926667
Mn Sm Re,0.1370158228900001
Zn Br Pa,0.1370121601899999
Cd I Ac,0.13701076749
Rb Tb Ir,0.1370090166783333
Ti Mn Sr,0.1370086114283334
Cu Pd Hg,0.1370078380166667
Cr Ni Br,0.1370073243506668
S Os Pb,0.1370072653833333
B Cd Pa,0.1370036143
Ca Te Tm,0.1370022754
Na Pa U,0.1370007216699999
F Cr Hg,0.1369997043173334
Mn Zn Gd,0.1369975389533332
Ti Cu Cd,0.1369942461066666
Si Sc Hf,0.1369937338099999
S Ca Co,0.1369932004643333
Si Zn Hf,0.1369888963566668
Co Pd I,0.1369875386583332
Rb Yb Np,0.1369833824533333
Au Th U,0.1369819348899999
Cu In Os,0.1369797825066667
Co Ag Cs,0.13697966769
S Cd Hg,0.1369789454916666
Cr Y Sb,0.1369775240133333
Zn Br Np,0.1369739046366667
Al Ni Sn,0.136972437584
Kr Zr Dy,0.13697223131
B Pr Er,0.13696822489
Sb Cs Eu,0.1369673205656666
As Ce Lu,0.1369646715266666
Br Xe Pb,0.1369632887599999
Cu Sb Hf,0.1369602084699999
Si Hg U,0.1369586056166666
Ge Sn Pt,0.1369569585333334
Br Tm Re,0.1369562173066666
Y Ba Np,0.1369560921433333
Cu Ce Pb,0.1369520948686667
Cr Dy Au,0.1369520238733333
Se Ru Bi,0.1369501480566667
Cd Xe Cs,0.1369499370499999
Mn Tm Ta,0.1369486994699999
P Mn Er,0.1369456687133332
I Ce Dy,0.13694425536
Ca Er Pb,0.1369438875966667
Kr Zr Sb,0.136940481959
Se Rh Np,0.13693894556
Cu La Ir,0.1369383894
Mn Nd Re,0.1369363977333333
Mn Ag Sm,0.1369359728499999
Cr Se Pa,0.1369356795333332
Kr Cs Pb,0.1369344893566667
F Cr In,0.1369337960449999
Be Na Ag,0.1369332527566666
B Ti Ho,0.1369332457183333
Cu U Np,0.1369330631433334
Se Tc Ru,0.1369300101966666
Ca La Th,0.1369298420533332
Br Sm Tb,0.1369280802166667
Na Cr Pu,0.1369272083633333
B Er Th,0.1369270977066666
Zr Dy Np,0.1369240818866667
Se Rh Pm,0.1369228211566665
As Pm Hg,0.1369216169433333
B Pm Hg,0.1369195127366666
Cr Eu W,0.1369185147466667
Al Cd Tm,0.1369166636166666
B Ti Sb,0.1369161922556666
He Ti Rb,0.136911823149
Rh Gd U,0.1369104387833332
As W Np,0.1369087355366666
Mn Sr Os,0.1369044978399999
Al Pm Pb,0.1369037530799999
Na Re Pt,0.1368960534199999
P S Zn,0.1368960356199999
W Tl Pb,0.13689481006
Zn Br Pu,0.13689253957
Si Ru U,0.1368920229520001
Sc Zn Te,0.1368909763133334
Ge Br Gd,0.1368904680766665
Sn Ba Ce,0.1368904671566666
Ti Kr Rb,0.1368892621366667
Ca Se Ir,0.1368875081146667
He I Re,0.1368861260733332
F Si Cd,0.136885972536
Cs Gd Th,0.13688521135
Ba Ta Th,0.1368784432799999
Se Ru Pt,0.1368693385799999
Sc Cr Ru,0.13686874851
Sn Dy Hf,0.1368682162533334
Cu Sb Pb,0.1368675041213333
Si Sc La,0.13686737547
Xe Cs Hg,0.1368666444933332
B Xe U,0.1368638875166667
Se Tc Sm,0.1368628012733334
Si Cr Yb,0.1368627089633334
Cr Mn Pa,0.1368621772033334
Sc Rh Th,0.1368619104533334
Y Ba Pa,0.1368615994933333
Se Cd Tb,0.1368598524566666
Ru Ba Hg,0.1368582845866666
Ag W Au,0.13685630192
Cs Ho Lu,0.1368562520333333
Te La Tl,0.1368546986133333
He Cl Ir,0.1368525872626665
Sn Eu Hg,0.13685203543
Br Ru Sb,0.1368510440586666
Kr In Cs,0.1368501180233332
As La Ac,0.1368477496566666
Ti Cu In,0.1368460595666667
Se Sb Ba,0.136845998348
B Xe Hg,0.1368454327633333
Cu Sr Xe,0.1368440102599999
B Cd Xe,0.1368432528033334
I Re Pa,0.1368428920533334
F Rh Sm,0.1368412227483334
Co As Pr,0.1368395188786666
Rb Er Np,0.1368342010699998
In Cs Np,0.1368338127099999
Mn Ge Re,0.1368295566866666
Pd Cs Eu,0.1368288327833333
Ca Co U,0.1368278448066666
Y Cd Bi,0.1368238605966666
Sc In Ba,0.1368236552339999
K Ni Pr,0.136820729934
Br Hf Ir,0.1368196498933333
Cu Gd Hf,0.1368189141866667
Ca Sr Nd,0.1368187978433333
Br Pr Pt,0.1368176012266665
Zn Br Pm,0.13681736404
Zr Pd Pu,0.1368100156966666
Ca Sr Eu,0.1368071718299998
Cr Mn Xe,0.1368053645933333
B Re Th,0.1368032959566664
Be As Sb,0.1368008049386667
S Te Dy,0.1368001985656667
As W Pa,0.1367989628066666
Se Nd Yb,0.1367959407709999
Si Br Kr,0.1367950343233332
Be Sr Y,0.1367949194733333
Tc Rh W,0.1367937162833333
Zn Rh In,0.1367930538699999
Kr I Hg,0.1367925501533332
He Li Kr,0.1367916399633332
Ca W Os,0.1367890577366665
Sr Sn Os,0.1367870842166667
Ag Ta Au,0.13678651904
Rb Tc Xe,0.13678414395
Si S Nd,0.1367833382883333
Cs Tl Ac,0.13678217302
F Se Ag,0.1367806676156667
Cs Pm W,0.1367800415333333
S Gd Pb,0.1367779916833333
Ti Br Pt,0.1367766070666667
Cu Sr Pu,0.1367765095733332
Cl Co Ac,0.1367761805313333
Na Tc In,0.1367760762533333
Cu Pr Eu,0.1367751869883332
Se Dy Re,0.1367749788256665
Si Ca Tm,0.1367749630700001
Zr Pm Ho,0.1367743316533334
I Xe Pt,0.136773906
Br Lu Th,0.1367734376266667
Cr Pb Bi,0.1367722596633334
F Rh Pt,0.1367713130931666
Al Ge Lu,0.1367702158633332
Mn La Ho,0.1367683238499999
Al Sr Pd,0.1367679993566666
Co As Os,0.1367667587009999
Ti Se Hf,0.1367657168499999
Na S Pr,0.1367648252759999
Co Br Sr,0.1367620236483333
F Cs Pu,0.1367605536726665
Mn In Sm,0.1367560878933333
Cu In Dy,0.1367549432266666
Ti Cd Sn,0.1367547892956666
Na S Sb,0.1367513828146666
Al Pd Bi,0.1367486695199999
In Cs Pa,0.13674818615
F Y Os,0.1367473886056666
Cd La U,0.1367457917400001
Mn Tb Hf,0.1367438370633333
Si Cr Os,0.1367421433733332
Na Cr Xe,0.1367414211033334
Cu Xe La,0.1367377180833333
Al Tc Yb,0.1367358782466665
Cl Gd Ac,0.1367352597266666
Br W Pu,0.1367343939366667
S La Hf,0.1367327849433333
Sc Ta Pb,0.1367320411266666
Pd Ba U,0.1367319903716665
F Na Th,0.1367319774419999
Cd Sn Nd,0.1367310612466666
Cr Er Ta,0.13673089644
Mn In Pt,0.1367258846066666
K Pd Ac,0.1367236683666667
Sc Mn Pr,0.1367225377433333
Ti Sn Re,0.1367195193109999
F Na S,0.1367175594244665
As Pb Pa,0.13671748613
Na Ru Th,0.1367172198183333
Se Tc Er,0.13671613718
Sr Y Pt,0.1367140071966667
As Pb Np,0.1367082320033333
Mn Tm Tl,0.1367059910800001
Al Co Hf,0.1367028577913333
Mn Sm Eu,0.1367008156766666
Ca Cd Bi,0.1366999848833334
B Sr Xe,0.1366953952656666
Cr Pr Au,0.1366934092766666
Se Sm Th,0.1366933164966666
Rh Hf Pt,0.1366897831666666
Ca Sn Ir,0.1366869659739999
Be I Pu,0.1366867962466666
Hf Ta W,0.1366860121233333
P Sc U,0.1366824781766666
Br Pr Nd,0.1366799685599999
Ca Sm Bi,0.1366797607633333
Cr Y Ce,0.1366787778766666
Ti Br Nd,0.136678073145
I Xe Nd,0.13667711536
B Eu Gd,0.1366760303333333
Tc Rh La,0.1366734016199999
Ti Co As,0.1366732226616668
Rh Ta Os,0.1366699373733334
Si Hf Pb,0.1366696934899999
B Sr Pm,0.136669496468
Na In Nd,0.136668153152
Ca Zn Er,0.1366649346566667
Zn Hf W,0.1366643047033333
Na Si Pd,0.136663718607
Ba La Eu,0.1366635611666667
Ti Cs Dy,0.1366568097799999
Na Xe Au,0.1366557217466666
As Ta Ac,0.1366544455099999
Cu Pm W,0.1366529172466666
Si Nd Au,0.1366485713533334
B Ce Ta,0.1366467373966667
Cr Zn Eu,0.1366436490566666
Co Cs Nd,0.1366427135166668
Na Pr Pb,0.1366413118233333
Br Ac U,0.1366312313099999
Er Au U,0.13663025218
Ca Cd Hg,0.1366298321866666
Be P Y,0.1366289426883334
He Sr Cs,0.1366275576766666
Sc Se Tm,0.1366262701650002
Ca Ag Re,0.1366262652699999
Se Sm Lu,0.1366255040809999
Y Sn Ir,0.1366227948676667
Ca Pr Ta,0.1366224273766665
K Tm Ac,0.1366184887633332
Be B Ni,0.1366169665671333
Rh La Er,0.13661692565
Y La Sm,0.1366168747633333
F Y Yb,0.1366127563393333
Ca Xe Ba,0.1366120722866667
Ca Zn Tc,0.13660947158
P Y Sm,0.1366094664266667
Mn Gd Pb,0.1366062570899999
B Sc Np,0.1366041598466666
Zr Pd Xe,0.1365988437266664
B Re Os,0.1365983609316667
S Sr In,0.1365967225423333
He K Sb,0.1365958144586666
Y Ru Re,0.1365947890466667
Te Pt Au,0.1365931628799999
B Pd Er,0.13658589405
Br Ho Pt,0.1365856913233333
Ti Br Er,0.1365843661466667
Mn Tb Pb,0.1365822618233333
Cr Rh Gd,0.1365808979566666
