#phases,average probability Tc>10K
phases,probability
Mg As Ho,0.4093763712433332
Mg As Sb,0.4093600577033333
Mg Ag Ba,0.4093583909033332
V Zr Lu,0.4093556550900001
Cu Ge Mo,0.4093549075466667
Be C Mn,0.4093520350333331
C Se Gd,0.4093434848666669
Ca Ga Zr,0.4093426795000002
Br Nb Ce,0.4093355416566664
Sc Br Mo,0.4093190302999996
Nb In Yb,0.4092712749333329
Mg Zn Te,0.4092703735000004
C Ti Zr,0.4092585368066665
Nb Rh U,0.4092532314666671
Mg Cs Pr,0.4092407440966665
Mg As Tc,0.4092258547799999
Be Fe Ir,0.4092238240166668
Mg Ca Ag,0.4091948346933332
Be As Mo,0.4091667408499999
O Ca Tl,0.4091569554833335
H Li O,0.409148013753333
Na Mo Nd,0.4091292735666668
Na Nb Pd,0.4091263830666669
Br Nb Gd,0.4091254163166666
Sc V Cs,0.4090969232200001
C Rb Pm,0.4090757000333335
C Hg Pb,0.40907184458
V Sn Tb,0.4090426957233333
Fe Tb Pb,0.4090346896633334
Fe Sb Yb,0.4090261143933331
N Co Ir,0.4090129860566664
C Ru Tl,0.4089910322999998
H V Ir,0.408988702126667
Be Ca V,0.4089858915199999
Mg Y Bi,0.4089856665066668
V Zr Sb,0.4089852110200001
Fe Cu Pm,0.4089827901500001
Zn Nb Dy,0.4089745997333332
He N Bi,0.4089637611833337
Mn Ge Mo,0.4089341716333332
K Mo Tm,0.4088967366333328
Mg Cr Sr,0.4088959819233335
Cl V Re,0.4088830973866666
Cl Mo Re,0.4088806964066667
Mg I Sm,0.4088651226933333
N Cr Np,0.4088598291066667
Fe Te Pm,0.4088225640866668
Fe Ce Sm,0.4088146054533335
Zr Nb Ac,0.4088096964133333
H Ga Re,0.4088084305666669
Cu Nb Pd,0.4088031418600001
V As Nd,0.4087994024500002
Al Mo Ho,0.4087761653299999
P V Se,0.4087761273833335
Mg Br Cd,0.4087737056300002
F V As,0.4087549088200001
Br Mo Hf,0.4087247205133336
S Ca Nb,0.4087170236833335
Li O Hg,0.40871391496
Ni Br Nb,0.4086997010400001
Fe Eu Ho,0.4086835208566666
Mg Ba Eu,0.4086793942433334
O Nb Hf,0.4086746610966668
Fe Pd Pr,0.4086742441566667
C Ge Tl,0.4086611166833331
O Ba Er,0.4086364335066665
Al Ti Mo,0.4086322876766664
Nb Pr Pb,0.4086185366700002
Si Sr Mo,0.4085977601000002
Mg Cd Ba,0.4085972340233335
Fe Te Np,0.4085946574899997
Fe La Dy,0.4085937048249999
Fe Eu Dy,0.4085873243933333
C Tl Bi,0.4085691059200002
Mg Cu Sr,0.4085449100833333
H F Ga,0.408533148214
K Ti V,0.4085325617500001
V Ba W,0.4084966044100001
Co Mo I,0.40848160503
Mg I Er,0.4084777445799996
V Zn Te,0.4084748444766669
Mg Cl Ir,0.4084683192566666
Co Se Nb,0.4084679235866666
N Rh Pa,0.4084668274466667
H Li Br,0.4084361581999999
Li Mo Ir,0.4084180703733331
V Zr Yb,0.4083987878933333
O Ca Te,0.4083985661033331
Ca Mo Sm,0.4083723054999999
F Fe Ac,0.4083606093133334
Mo Ba Nd,0.40834068929
Sr Nb Sb,0.4083179947733331
Fe Cd Tb,0.4083128460966668
Fe Zn Pu,0.4083102137600001
Na V Ag,0.4083010904099999
Y Mo Hf,0.40829775948
Mg Rb Gd,0.4082941315333332
N Ni Gd,0.4082922650366669
Ca Nb Pd,0.4082854965566667
Li Ga La,0.4082845001899999
Sr Nb Ru,0.4082844592833335
Mg Mn Ge,0.4082802921633332
C Mn Pt,0.4082762962666662
O Ga Dy,0.4082668413266667
Si Fe Ni,0.4082546418133333
B Nb Yb,0.4082493705199998
N Bi Pu,0.4082246641033334
C Cu Pd,0.4082210645400001
B V Tl,0.4081986933399999
C W Au,0.4081932497466668
Fe Zn Xe,0.4081812461333338
P Fe Sb,0.4081671037550001
C Al Sm,0.4081616873433335
O Ga Tm,0.4081608495299997
K Cu Ga,0.4081429658500002
Sr Nb Nd,0.4081422174600002
Na Cl Ga,0.4081213046933335
V Cs Hf,0.4081162222666666
Mg Ca Eu,0.4081049259333332
Mo La Au,0.4080917754166669
Ni Zr Mo,0.4080835723799998
B C Nd,0.4080575364500001
V Rh I,0.40803999966
F V Rb,0.4080332193066667
Mn Mo Bi,0.408016306613333
V Rh Cs,0.4080117138966669
P Mo La,0.4079931545199999
Nb Rh Hg,0.4079889978966665
Mg Br Ru,0.407988480043333
Nb Ir Au,0.4079700741033333
Fe Co Lu,0.40794670108
H Ga Pd,0.4079464926666666
V Zn Sr,0.4079396826500001
Mg Sb Cs,0.407927734983333
Cu Mo Hf,0.4079194004399999
Se Nb Tb,0.40790133255
Mg Mn Ag,0.4078816201099999
H Li Mn,0.4078752549333333
Mg Zr Ir,0.4078685125833334
S Mo Tc,0.4078628677666668
Fe In Tm,0.4078620703799999
He Fe Zn,0.4078542709266664
V Cr Se,0.4077947005633333
Cr Nb Er,0.4077517272333334
Ga As Cs,0.4077474287466669
Ti Fe Pd,0.4077431622299999
Na V Ru,0.4077333457733333
Fe Dy Bi,0.4077286400799998
Fe Nd Yb,0.4077265276600002
Fe Sn Ac,0.4077049827133334
Be Nb Te,0.4076748989933332
C I Tm,0.4076723717833333
C Cu Th,0.4076670009166665
F Mg Au,0.4076662879633335
Na Mg Dy,0.4076537296499997
Be Fe Lu,0.4076023607366666
Na Mg Ho,0.4075610535433334
Li Ga Hg,0.4075563595266669
C Hf Tl,0.4075286195000004
Zn Mo La,0.40751118067
C Te Pt,0.4075085733766665
V Cu Pt,0.4074985241400001
Zn Nb Tb,0.4074834429333331
Si Ni Nb,0.4074758194499998
V Cu Hg,0.4074703525999998
Mg Al Yb,0.4074645914966665
V Cu Hf,0.4074485092799999
Mg Al Tc,0.4074475580799996
O Mo Pd,0.4074436945933334
Zn Nb Ho,0.4074370105666662
N Tc Ir,0.4074367551766668
C Sn Yb,0.4074361934033333
Fe Ho Bi,0.4074276918699999
F Mg Pb,0.4074250452999999
Fe Co Tc,0.4074215271066665
Ca Mo Re,0.4074018294333333
Mg Te Au,0.4074011222399999
H He Nb,0.4073970054333333
Fe La Ho,0.4073938263366665
Fe Pd Er,0.4073835679416666
Mg Br Eu,0.4073740544899999
P Fe Sm,0.4073732906033334
Ni Nb Ba,0.4073728361099997
O Ga Pt,0.4073706065933334
V As Pt,0.4073674956500003
C Rb Pa,0.4073672931999999
Mo Cs Pt,0.4073514930133337
Ca Ga Rb,0.4073477203466663
Be Fe Os,0.40731597157
Mo Cs W,0.4073128465999999
N Cr Pa,0.4073119248666668
C Ca Ni,0.4073116508466667
C Mn Lu,0.4073036516933335
C K Kr,0.4072913448333335
F Br Mo,0.4072686944100001
H Li Se,0.4072661105866665
F Sr Nb,0.4072435174766666
Ca V Nd,0.4071895907233334
Fe Sb Pr,0.4071818800033332
Ca V Ag,0.4071803784833335
Fe Y Np,0.4071793614733334
He Cl Nb,0.4071766864133334
Nb Hg U,0.4071631363266668
H Cl K,0.4071630636666666
Sr Nb Sm,0.4071365106800002
He Mg K,0.4071232832133331
N Cd Ac,0.4071158928533335
Na Mo Sm,0.4071101543699998
Li O K,0.4071097796700001
Se Nb Ho,0.4071066000166667
H Si Zr,0.4070927667133333
Sr Nb Er,0.4070915737999999
Fe Ce Nd,0.4070833797300003
Ge Nb Gd,0.407055946063333
Cu Nb Ir,0.4070412053466667
V Y Rh,0.4070381694166669
Nb Lu Pb,0.4070079103500003
Sr Nb Eu,0.4069825239800001
Mn Nb Ir,0.4069803326833331
Ca Mo Eu,0.4069791718366667
Br Mo Ru,0.4069642192566667
Mg Se Eu,0.40695606797
Mg Ca Cd,0.4069537145333334
Mg Y Ag,0.4069494393599999
F V Mn,0.406897513013333
V I W,0.4068842587866669
V As Sm,0.4068611802033332
Mg Br Nd,0.4068605379500001
C Zn Hf,0.406860488496667
C Mn In,0.4068590668466669
Nb Ag Ta,0.4068545066166664
Fe Gd Bi,0.4068341417733335
C Rb Np,0.4068262339333335
B Nb Lu,0.4068191782266669
O Ba Bi,0.4067997516966666
Mo La Tl,0.4067752444499999
Fe Co Ir,0.4067685798866667
C Ag Te,0.4067424043066666
Mg Se Cd,0.4067078428533335
Mg Al Pr,0.4066878632799996
Mg I Th,0.4066871471699998
Na Mo Eu,0.4066859392099998
C Al Co,0.4066816165633332
N Sc Xe,0.4066757974800001
S Rb Nb,0.4066675309466669
Ni Ge Nb,0.4066596380633337
Fe Tm Pb,0.4066493624633333
V Co Sn,0.4066439557799996
C O Os,0.4066417047883337
P Zn Mo,0.4066126713833335
Cl Mo Sb,0.4066010380133334
Fe Cu Pa,0.4065943344966664
C Ta Bi,0.4065926939133334
Ti Nb Tl,0.4065275543199999
B Mo Pb,0.4065241616666666
C Si Pb,0.4065122833233332
Mg Br Rh,0.4064941162200001
Nb In Th,0.406489561623333
As Mo Th,0.4064805027000001
Fe Te Pa,0.4064592014500003
O Mn Ba,0.4064536086833332
N Ni Tm,0.40644974686
O Ca Sm,0.4064095406466669
Si Mo Ta,0.4063650480699998
Ca Mo Er,0.4063643703333332
Nb Ag La,0.4063612467133332
C S Pb,0.40635053186
V As Ag,0.4063407586566667
Ti V Zr,0.4063392311833332
Mo Ba Sm,0.4063175877999998
Fe Cd Tm,0.4063147089233332
Mg P Te,0.4063025940600003
Mn Ga Zr,0.4062942497200001
N La Pa,0.40627782788
V Sr In,0.4062772848566665
S Mo Os,0.4062626899666666
C Zn Ge,0.4062392255166666
H Ga Sm,0.4062325418499999
Fe Yb Re,0.406193990583333
Mg Al Si,0.4061928595299998
H Zr Cs,0.4061850684633334
Co Nb In,0.4061304917700001
V Br Bi,0.4061174489099999
Na Mg Sb,0.4060871066666666
B Ni Nb,0.4060846718000003
N Ho Ir,0.4060697720466668
Fe Ni La,0.4060696638066666
Si Nb Gd,0.4060677716399999
Be Rb Mo,0.40606720267
Mg Se Ru,0.4060647977
Si Nb Ce,0.4060550378400002
Fe Co U,0.4060526166
Mo Rh Pb,0.4060523534666667
Nb Re Tl,0.4060250951833332
Zn Nb Tc,0.4060236323
Br Nb Tm,0.4059851660633334
Mn Mo Hf,0.4059820255000002
Nb Te W,0.4059551176933335
Be Fe Tc,0.4059520836433332
Nb Te Nd,0.4059455850966664
Nb Ru Te,0.4059401908166666
As Mo Lu,0.4059388387833334
N Sc Pm,0.4059325824666668
Mg Mn Eu,0.4059284236033332
Rb Mo Sb,0.40592390948
C Ge Sr,0.4059140262566666
Nb Pb Th,0.4059128139700002
Ga Zr Sn,0.4059096075366666
Mo Ba Eu,0.4059024130500001
O Nb Ta,0.4058970352333335
Na V Eu,0.4058930324966665
C Se Tb,0.4058803693266667
C P Tl,0.4058788088166666
Mg Al Os,0.4058748374100001
H Y Zr,0.4058557763866669
V As Eu,0.4058320720533333
V As Ru,0.4058163513833336
N Eu Pu,0.4058043371166667
C Kr Rb,0.4058019720666668
Nb Ta Pt,0.4057938129866667
Mg Rh Sn,0.4057678393966668
H Ga Nd,0.4057664460600001
As Mo Pr,0.4057609862199998
C Er Tl,0.4057604392199999
O Ga Tc,0.40574874655
K V Co,0.4057407862666666
F Nb Hf,0.4057338211666666
Al V Pu,0.4057167012866667
C Ru Au,0.4057160019866668
F Mn Mo,0.4057104195533331
Mo Cs Nd,0.40570484585
V Rb Pt,0.4056996750633335
Ga Zr Ba,0.4056826471366666
Y Mo W,0.405681967803333
H Ga Er,0.4056810834066665
P Fe Nd,0.4056781223733332
Nb Pd Au,0.4056729931833333
C Ge Ta,0.4056442868833335
Mg Rh Ba,0.4056339222866665
S Y Nb,0.4056326525999999
Nb Dy Pb,0.4056324154200001
Mg Si Ba,0.40563001274
B Nb Re,0.4056165837499997
V Cr Br,0.4055818408599998
S Mo Tb,0.4055790548333334
Mg Ca Ru,0.4055729764366668
V Zn Tl,0.4055645201199999
V Sn Gd,0.4055622395699998
Fe Y Pm,0.4055581336933334
Nb Te Er,0.405549987633333
O Ga U,0.405548002953333
F P Nb,0.4055462993066666
Nb In Lu,0.4055323053033334
K Nb Pu,0.4055215821333333
Ge Nb Ce,0.4055194574566667
Cr Mo La,0.4054853336533336
V Mn W,0.4054768709233331
Mg Cr Zn,0.4054721735666668
K V Ce,0.4054704177866666
Fe Co Os,0.405451438083333
Sr Mo La,0.4054298557166668
O Ca Pr,0.4054262607666666
B C Th,0.4054145406333333
Nb W Bi,0.4053705745166667
As Mo Sb,0.4053583881200001
Nb In Pr,0.4053358289066666
Nb Pd I,0.4053352386399998
C Sr Ru,0.4053265634733332
Fe Ho W,0.4053222583099999
H Nb Ac,0.4053083213
Be Nb Ta,0.4052996993299996
Fe Sb Er,0.4052952200886666
Fe Dy W,0.4052823240066667
Mg Ru Ba,0.4052796004266663
V Rb Ag,0.4052788300333333
Li Cl Zr,0.4052659818599997
N Kr Cd,0.4052482247999999
Mg Sr Ta,0.4052466381766667
O Cl Nb,0.4052370989566668
Fe Br Pm,0.4052278686366667
Ca V Pt,0.4052274120533335
Fe Pd Ir,0.40522548489
C Ge Au,0.4052067762599999
O Cs Ba,0.4051769274399999
V Zr Ho,0.4051731341100001
C Mn Ag,0.4051465367899998
Se Mo Ce,0.4051237746933331
Cu Mo Ag,0.4051201531766666
V Sn Ce,0.4050960331533335
Mo I Yb,0.4050959154866665
Fe Ni W,0.4050954717766665
Mg Br Pt,0.4050732881933333
C Eu Tl,0.4050723506333332
Nb Te Pt,0.4050684654666664
F Mg La,0.4050671756966668
Fe Kr Sn,0.4050623076966666
C Al Th,0.4050610684333334
V Zr Tc,0.4050522806966666
V Rb Ru,0.4050381090966667
H He C,0.4050317345666662
C Ru Ta,0.4050214931766666
Mg As Tb,0.4050179847300001
Na Mo Re,0.4050055696166664
Nb Sb Ta,0.4050049461500001
Co Rb Mo,0.4050009383600001
C Na Ni,0.4049967729633335
Li Ga Hf,0.4049943423466666
Mo Ba Re,0.4049713655800001
Mg Ca Rh,0.4049676239900001
Fe Gd W,0.4049539372766664
Na Mg Tb,0.40495125941
Se Nb Tc,0.4049265882366666
C Na Ce,0.4048929141999995
Ga Rb Ba,0.4048636305266664
O F Mo,0.4048489069000002
Al Mo Dy,0.4048437446999999
Br Mo W,0.40482065438
V Rb Nd,0.4048155160400001
B Sc V,0.4048103961266666
Mg Ba Th,0.4048012312599999
Li Sc Ga,0.40478279349
Na Ga Cs,0.4047747505499998
Mg Cs Ho,0.4047581367199995
C Sn Os,0.4047428130500003
Na V Sm,0.4047274519666668
Sc V Y,0.40472008881
Fe Br Np,0.4047182534899999
F Nb Te,0.4047175253266667
Mg Al Lu,0.4047146848066665
Cl Co Mo,0.4047134532133333
Si Fe Gd,0.4046839300466668
Mg Sr U,0.4046796076000003
Y Mo Ru,0.4046715814633335
Mg Te Pb,0.4046639147299999
He N Pt,0.4046407236033334
Fe Pd U,0.4046087401966664
Zr Mo Ir,0.4045957798133333
Be V As,0.4045528792533333
V Zr Dy,0.4045319583166668
Nb Cs Os,0.4045222333033332
H O Al,0.4045141218633336
O Y Nd,0.4045135696166667
Fe Sm Er,0.4044893134599998
O V Sm,0.4044781756133332
C In Te,0.4044586115499999
H Li Cs,0.4044582375299999
Fe Ni Bi,0.4044496047933333
O Ca Lu,0.4044405410299999
Fe Pr Sm,0.4044168215533331
C Cu Yb,0.4044153542766667
Fe Y Pa,0.4044056594366668
Br Mo Pt,0.4044036017366667
P V Br,0.4043991078833334
C P Au,0.4043908632133332
K V Gd,0.4043875579533332
C Al U,0.40437832391
O Ba Au,0.4043745427133338
C Rh Te,0.4043514467366665
Mg Cs Os,0.404344715773333
Si V Kr,0.4043083837166668
C Br Tb,0.4043066297466665
O Si K,0.4043010272033331
Se Mo Tm,0.4043004154000003
C I Gd,0.404292610513333
B F V,0.4042724580909999
K V Os,0.4042546784866664
V Te Au,0.40424715028
B O Ga,0.4042396948500001
S Br Nb,0.4042208479999997
Cl Mo Yb,0.4042205445466668
Mg Cr Ta,0.4042138090833332
Y Mo Pt,0.4042135531966668
P Nb W,0.4042089748166667
H K Rb,0.4042033487433331
Fe Gd Hf,0.4041942369499999
Cl V Th,0.4041889737499998
B C U,0.4041795119333333
Mo In La,0.4041659502799999
V Br U,0.4041450701366663
C S Zn,0.4041448616133334
Mg Y Eu,0.4041389495966666
Be Ca Mo,0.4041184169299996
Mo Te Pb,0.4041145214633335
Nb Ta W,0.4041137403333333
V Sr Au,0.4041012944266668
C Zn Eu,0.4041007967200002
B V La,0.4040987839400001
Ti Fe Sm,0.4040858389033335
Fe Sb Lu,0.4040846874866665
O V Sr,0.4040818418966664
Fe Sm U,0.4040700864033333
B C Sb,0.4040659470699998
Fe Ag Gd,0.4040572330500001
Cl Ti V,0.4040090054133333
As Mo Ho,0.4040078684633331
C Sr W,0.4039844816866668
Mg Ba Sm,0.4039691326100001
Mg Sn Th,0.4039681942366667
O Co Mo,0.4039524582399998
V Zn La,0.4039494972733333
Fe Zn Pm,0.4039474531300001
N In Pu,0.4039387544299999
C P Ta,0.4039339921799998
Mg Ba Pt,0.4039008030233333
C F Mn,0.4038924346966663
Zn Sr Mo,0.4038915328333334
N Ni Ce,0.403867279478333
Mg Y Ru,0.4038615093100001
C Sr Hf,0.4038582541199999
Mg Y Rh,0.4038446718166667
O Cr Nb,0.4038444947566664
O Ga Yb,0.4038411006899997
Nb Ho Pb,0.4038367146333333
F Mg P,0.4038324754966664
Mg Se Rh,0.4038138186633335
Mg Cr Tl,0.4038109335333335
Al V Xe,0.4038096750500001
C S Tl,0.4038037979533333
C Ta W,0.4037999250333332
Sc V Br,0.4037827618533331
Si Mo Rh,0.4037633552699999
Rb Mo Yb,0.4037578615466668
He N Eu,0.4037507684033332
Nb Te Eu,0.4037467333300001
Nb Yb Tl,0.4037372052166665
As Mo Dy,0.4037339463333332
V Y Bi,0.4037302027566668
Mo Pb U,0.4037165347966666
Fe Pd Lu,0.4037102880866667
Se Mo Gd,0.4036968192333333
Na Mo Er,0.4036933961099999
C Mn Co,0.4036918540299999
N Xe Er,0.403689606083334
Mg Ca Pt,0.4036762391200001
Mg Se Th,0.4036717185933334
O Nb Sm,0.4036431414733333
Nb Tb Pb,0.4036401318133332
Ge Nb Tm,0.4036283067200001
B V Ta,0.4036245392233334
C Au Bi,0.4035908667666665
C Cu Re,0.4035900842500001
Be Nb La,0.4035699685466669
Mo I Pr,0.4035610547733332
Nb I Ir,0.4035475909333333
N Sc Np,0.4035257980366667
Fe Er Re,0.4035165681499996
Mg Se Er,0.4035006159066664
N Pt Pu,0.4034967135666665
O Na K,0.4034954434833334
C Cl Ti,0.4034870250866664
B V Cd,0.4034804561233332
Fe Dy Hf,0.4034753953633331
C Al Nd,0.4034668986899999
Mo Cs Eu,0.4034536444766665
H Ga Yb,0.4034309108033334
Fe Zn Np,0.4034185784233334
Nb Sb Te,0.4034036294700002
C Ca Ir,0.4033948345266665
P Mo Au,0.4033896152666667
Mo Ba Er,0.4033799696533334
Fe Ho Hf,0.4033769747066667
C Sc Bi,0.4033747264333334
Mg Mn Cd,0.4033545196266667
Mg Mn Pt,0.4033501863366667
Mg Y Nd,0.4033215006233331
Mg Rb Tm,0.4033098351133335
O I Ba,0.4033014897066665
Mg Se Sm,0.4032905936966667
C Al Pd,0.4032898824199999
B Fe Xe,0.4032748897833333
F Nb Rh,0.4032592289899999
Nb Ru Ta,0.4032565541633335
H Be Ga,0.403247147753333
Li Ga Cd,0.4032408605099998
B C Tc,0.4032326870333332
P Fe Re,0.4032307190533334
Cl V Pr,0.4032266818166665
Fe Xe Au,0.4032261751166665
Fe Sb Ce,0.403222150056667
Fe Xe Tl,0.4032201801066669
Mg Y Cd,0.4032193917466666
Mg Mn Nd,0.4032171409933333
O Cl V,0.4032118420633334
Si Mo In,0.4032112445900002
B C Ho,0.4031982566533331
Mg Mn Ru,0.4031928149266668
F Nb Ta,0.4031838123533334
Mg Sn Sm,0.4031658132033334
Nb Te Sm,0.4031649420599998
C Zn Er,0.4031543576999996
Fe Pr Nd,0.4031543442766665
Mg Ti Sn,0.4031445380000001
F V Ba,0.4031118365833334
N Pm Er,0.4031031759699999
Mg Co Sn,0.4030912232766668
Mn Nb Pd,0.4030894737233331
C In Tl,0.4030880115933332
N Bi Np,0.4030766173499999
B V Hg,0.4030669800500002
Cr Nb Re,0.4030667128700003
Mg Al Sb,0.4030639405666667
Nb Sb Hf,0.4030597536666668
Mn Mo Pt,0.4030069716700001
Cu Mo Nd,0.4029853802633333
Al Fe Ac,0.402977765633333
F Nb Cd,0.4029771676353334
V Se Rh,0.40297635577
C Cs Pu,0.4029720658333331
Cl Mo Th,0.40295588732
Sc Fe Tb,0.4029531655033334
Ca V Re,0.4029425191866667
B Nb Pr,0.4029411217899996
Mg Ca Th,0.4029381291933335
P Mo In,0.4029357019666664
B C Re,0.4029343436333331
Y Mo Ag,0.4029291442333333
Li O Rb,0.4029239505599999
C Sn Sb,0.4029084889453334
Fe Br Pa,0.40289203575
H C Ac,0.4028309343000001
Na V Er,0.4028269268133334
C Te Sm,0.4028211131200002
Fe Nd Er,0.4027851939733328
S Fe Pu,0.4027841437766664
V Sn Tm,0.4027539000333334
Mg Se Pt,0.4027472637200001
Sc V Se,0.4027364075866668
C P Sr,0.4027185985666666
V Y Cd,0.4026517793033335
Zn Mo Au,0.4026496669499998
V Zn Pb,0.4026381674433335
V Ba Pt,0.4026336883533336
Ga Rb Y,0.4026321518366668
N Xe U,0.4026312305833336
C I Tb,0.4026170288666664
H Al Cl,0.402615000766667
C Pt Tl,0.4026147639166668
Y Nb Ir,0.4026064105533332
K V Tm,0.4025780928866665
Cl V Lu,0.4025714927133334
B Fe Pu,0.4025523080299999
Cr Zn Mo,0.4025321118533333
V As Er,0.4025254366366669
S Fe Xe,0.4025144120366669
K Nb Xe,0.4024943975833331
K Nb Pm,0.4024935894333334
N U Pu,0.4024793430000003
Nb Tc Pb,0.4024724337666665
P Mo Rh,0.4024435058333334
Fe Pd Os,0.4024399738666668
Cl Ga Se,0.4024300200333333
Nb Ag Cd,0.4024079392333332
Fe Sm Os,0.4024053134166668
Mo I Th,0.4023827619199999
Al Mo Pd,0.4023764049966666
Mg I Yb,0.4023729709733333
C Cr Cd,0.4023716597533334
V Se Cd,0.4023603423733334
V In Tl,0.4023566817533336
N Sc Pa,0.4023516891499996
Be P Nb,0.402350348336667
Sc Nb Ag,0.4023169047366669
Mo Cs Sm,0.4023003529533335
Mg Cs Dy,0.4022934699033334
Na Mg Pd,0.4022816403099996
C Hf Au,0.4022609628233331
Si Fe Dy,0.4022511486066665
B Co Nb,0.4022466862933333
F Nb La,0.4022378652900001
Fe Ni Ag,0.4022167769766667
N Kr La,0.4022081738933329
V In Pb,0.4021924943466667
N Gd Ir,0.4021902534533334
O V Ta,0.4021769272866666
Be C Tl,0.4021554394866666
Mg Ti I,0.4021461794366667
Nb Cd W,0.4021378844500001
Br Mo Ag,0.4021373899533333
Mg Br Sm,0.4021203126233332
Mg Ca Sm,0.4021018748866668
V Se Hg,0.4020893496733334
C Ti As,0.40208343189
Mg Co Y,0.4020769570433334
V In La,0.4020652319066669
S Mo Pd,0.4020629202466669
V Br Rh,0.4020338329633334
Be C Zn,0.4020230192333333
N Pm U,0.4020186712999998
B V Cr,0.4019987460233336
Al Mo Tb,0.4019960349666665
Mg Ta Tl,0.4019852062933335
Be Nb Bi,0.401970639
C Sc Cd,0.4019693773966666
Nb Hf W,0.4019636221766666
Ti Fe Nd,0.4019467448533331
Ca V Sm,0.4019414633633333
Fe Ru Tb,0.4019409867333333
C Na Ir,0.4019385469633335
N Ni Tb,0.4019365752133335
F Si Mo,0.4019357539366666
K Ga Te,0.4019335141999998
Fe Ce Re,0.4019271562866667
V Rb Eu,0.4019093699000003
Fe Zn Pa,0.401897611103333
K Ni Mo,0.4018814361799998
Sr Nb Re,0.4018688815999999
V Ba Nd,0.4018668430633332
C Hf Ta,0.4018667594666664
C Sr Er,0.4018642227700001
P Cr Mo,0.4018483162333335
C Sr Eu,0.4018423954000001
Si Mo Te,0.40183408685
Fe Sm Lu,0.4018262183133334
Na V Re,0.4018153808633334
Nb La Pt,0.4018023765900003
B Zn Mo,0.4017521353800001
O Ca Sr,0.4017226177099998
Nb Ag Bi,0.4017225310166664
O V Pr,0.4017184768900001
C Sn Ho,0.4017075652066667
Li Al K,0.4016931546066666
Mn Mo Ru,0.4016833632333331
Nb Nd Ta,0.4016803900833334
V Zr Tb,0.4016623344833333
Be Fe Th,0.4016461912600001
Nb In Ho,0.4016434877466667
V Se Hf,0.4016429093599998
Ca V Ru,0.4016385421633331
O Nb Lu,0.4016289139333332
Nb Pr Tl,0.4016200254466664
B C Os,0.4016143371666666
Nb In Dy,0.4015853535133332
N Ge Pu,0.4014949005133333
B Nb Dy,0.4014464420899998
Mg Ta U,0.4014272710133332
Mg Cr La,0.4014267534766668
Mo I Lu,0.4014151143666669
V Br Hf,0.4014034525633332
Be Fe Ge,0.4013902313133335
Cl Ga Y,0.4013867979433335
Mg Y Pt,0.4013816748566666
C O Re,0.4013815006899998
V Cr Ge,0.4013680621433335
Nb Sm Ta,0.4013541717833331
Sr Mo Au,0.4013473076466664
Si Nb Tm,0.4013382509133328
Mg Sr Tl,0.4013361385166665
Mo Tc I,0.4013307654999999
Rb Mo Pr,0.4013224571833331
C Ag Tl,0.4013161699199999
V In Ta,0.4013140773166666
Mo Cs Er,0.4012906939333334
Fe Co Th,0.4012776197879998
Cl V Sb,0.4012743622799998
Nb Ag Hf,0.4012736771100001
O Ca Ta,0.4012718053766665
Mg Tc I,0.4012692093533333
C Zn Pt,0.4012676515499999
Fe Ag Dy,0.40124116406
Nb Cs Gd,0.4012181195666667
Fe Tc Pd,0.4012141130066669
Nb In Tb,0.4012082381600002
F Fe Kr,0.4011863318233332
V Cs W,0.4011774472966667
P Nb Sb,0.4011730565033333
O Si Ba,0.4011392925566668
O Cd Ba,0.4011389267133332
Rb Mo Th,0.4011092501999999
Mn Mo W,0.4011053492666664
Mo Rh Au,0.4010871612899997
Cl V Yb,0.4010833332433335
Cl Nb Pu,0.4010777051533332
Fe Sm Ir,0.4010729932733335
Ca V Eu,0.4010697158800003
P Nb Pt,0.4010685477666664
Fe Nd U,0.4010551538299998
V Y Hf,0.4010529303066665
Mg Ca Co,0.4010410281233332
V Zn Ta,0.4010350376466665
C P Sc,0.4010220774499999
C Er Au,0.4010214074533331
Fe Sb U,0.4010000698199997
Cr Co Nb,0.4009876588133329
V Ge U,0.4009870962533332
Fe Ag Ho,0.4009803565400001
Fe Tb Bi,0.4009801346300003
Li Zr I,0.4009708237666667
Nb La W,0.4009324876866667
C Cd Hg,0.4009103987899999
Be Nb Cd,0.4009027931033335
N Eu Np,0.4008846397333335
C In Ta,0.4008758774399999
Mg Cr Cu,0.4008562666200001
Al V Np,0.4008531679566669
O Ca Rh,0.4008455466066668
N F Ac,0.40084498381
H Ga Th,0.4008232068533331
V Br Cd,0.40082072134
Si Fe Ho,0.4008170300133333
Nb Pt Bi,0.4008048427799998
Li V Pu,0.4007903393500002
V Mn Pt,0.4007895340366666
Mo Cs Re,0.4007785184333333
C Sc Ru,0.4007725682133332
P Nb Ag,0.4007573807566666
Zn Mo Tl,0.4007572084666666
Cr Sr Mo,0.4007452281900001
Mg Mn Co,0.4007403739866667
O Nb Pr,0.4007085207699998
Mg As Ce,0.4006798647866666
N Xe Sm,0.4006781372666668
Be V Rb,0.4006757625433333
Mg Co Se,0.4006634226200001
P Sr Mo,0.4006581165033334
C Al Re,0.4006452856366666
He Na Nb,0.4006399721833331
Al Mo Gd,0.4006381955800001
Cl Mo Lu,0.4006376018433334
O Ga Pb,0.4006374837133333
Nb Cs Ce,0.4006352640333332
H Zr Ba,0.4006301800066666
Mg Zn Sr,0.4006119528399999
Fe Pm Tl,0.4006093739566668
