phases,average probability Tc>10K
Er Fe V,0.6371239401999993
Ba F Fe,0.6370913018666671
F Fe Li,0.6370711197500002
Li N Ta,0.6370697032333335
Br Ca N,0.6370645101999997
As Fe Ru,0.6369725564000004
Fe O Pb,0.6368929170000001
Ga Mg O,0.6368029252666668
C N Ti,0.6366912207999998
Ga N O,0.6366874576999998
B Cl N,0.636680935766667
Al Cu O,0.6364180009999999
Ce Fe V,0.6361436341333331
Al Nb V,0.6360277076333335
Fe O Sm,0.6358714023999997
Ca F Fe,0.6357880756933335
C N Pr,0.6357581240999991
Ba H N,0.6356588359866662
Cu Mo O,0.6354665084333336
Fe Sb Se,0.6353431731666667
As Fe Rh,0.6352058427333337
Cl N Ta,0.635138170433334
Al Ba N,0.6350697998933331
Ge Li N,0.6344629837333333
C Fe Ta,0.6343613981333334
N Zn Zr,0.6342025684000001
Cu Mn N,0.6339515867
C N Ni,0.6338102176333331
Fe Rh Se,0.6336591197666668
Cl Cs Fe,0.633342880466667
C Nb Y,0.633299909933333
C N U,0.6332804217333335
Fe Lu O,0.6329851436333334
C Fe La,0.6329088688
Fe Gd Nb,0.6328942705333334
Fe O Pr,0.6328733657666665
Cr N Zr,0.6327249684666666
Ba Cs N,0.6324557955000003
Ga La N,0.6324190392666669
Ca H N,0.6322659644
Co N V,0.6322021837333337
Fe Ga La,0.6320969604333335
Cu O Y,0.6320080204666666
Fe Sm V,0.6318518840666669
Co Fe Ga,0.6316969974
Cl La N,0.6316001743999999
Ca N Sn,0.6315325215333335
Au K N,0.6314792882999996
Al Mo Nb,0.6313805754666673
Al Mg V,0.6313410152999999
F Fe Na,0.6312487704666667
Cu N Sr,0.6311102528666666
Fe Nd V,0.6310487095000002
Fe Ho O,0.6310256073000005
Mo N Pd,0.6309657904333335
Fe H Sr,0.6307322780999998
Ba Mn N,0.6306397024333328
C N Th,0.6305121582333338
Mn N Sn,0.6298853517000007
Al Ca N,0.6298721871466666
As C Nb,0.6298639360333336
Fe Nb Ti,0.6292589404666664
Hf N Zr,0.629073446833333
Fe O Yb,0.6290720069500002
Nb Sn V,0.6288797099333331
As Ca N,0.6287434422199999
Fe Pd Se,0.6286847418999998
Mo Nb Sn,0.6284923716333336
N Ta Zr,0.628474053033333
Fe Gd O,0.6284599511999998
Fe H Zr,0.6284309315133332
Dy Fe V,0.6277596453999997
Fe Pr V,0.6276851121166666
N U V,0.6275465732
As Ce Fe,0.6275088510666661
Fe Ge O,0.6271370181133333
Al Ga V,0.6269403188666668
Fe P Se,0.6267598647666669
N Ti V,0.6264844358000002
B N Zr,0.6263091766333326
N O V,0.6262483136333328
K N Zn,0.6260980365466667
Cl Fe Zr,0.625905111433334
Fe Mo Sb,0.6258954927666663
Cu Nb O,0.6257969813666667
Br H N,0.6256263699333333
C Co Fe,0.6256083091666668
H N Rb,0.625578775233333
Ca Cs N,0.6254083895200002
Fe Hf Mo,0.6252659171333333
H Mn N,0.6252428477999997
C Fe Sc,0.6249509719999998
Be Li N,0.6249481821666665
Ga Sn V,0.6248895203666666
Ba N O,0.6247755104666666
In N Zr,0.6247648946666667
Fe Li S,0.6246145079333332
I N Rb,0.6245770150666664
Fe H Y,0.6245600104000002
N Sn Sr,0.6243117908
Ca I N,0.6242182724666672
As Fe P,0.6242024610000004
Ba N Sr,0.6239119056999998
As Fe Re,0.6237681660000001
Mo N Ni,0.6237508267333333
C Nb Zr,0.6236705735333329
Cl N Sc,0.6236285613000001
As Cu O,0.6236128871666661
Ca Mn N,0.6235884090333336
Cs N Rb,0.6235238783666666
As Fe Si,0.6234993369000001
Mg Mo O,0.6234961663666668
Fe K S,0.6234323151
As Fe Ge,0.6232609579
Fe Ge Se,0.6231431801666673
Br N Sr,0.6230926443000001
Co Li N,0.6230435476200001
Cu Hg O,0.6227910608666666
Cs H N,0.622789281233333
Ga Mn Nb,0.6227791159333331
Fe Ga Sb,0.6226196616999995
Fe Ga Sc,0.6226106457999996
Dy Fe Se,0.6222620339000006
Li N Sc,0.6221586496666666
As Fe Nd,0.6217589041333338
Br Cs Fe,0.6217566422000005
Cd K N,0.6216972237999999
C Mo Y,0.6214479672000002
Ba Fe S,0.6213057577333339
Fe I Rb,0.6209252506666666
Fe O U,0.6207657766333333
Al Nb Sn,0.6206911774333335
Er Fe Mo,0.6204886831666665
Fe Lu V,0.6201432484666669
Ga Nb Zr,0.6199705035666667
Fe Ti V,0.6198743916000002
H I N,0.6197952969333329
F Fe Rb,0.6197083205466668
Cs Mn N,0.6195833232533334
H N Sr,0.6195682814000005
Fe Ga Hf,0.6194571422999997
Ce Fe Mo,0.6190580749999998
Fe Ho V,0.6189636500833334
B N Na,0.6188232889666666
Er Fe Ga,0.6186209532666668
C H Nb,0.6185104811000002
Au Cu N,0.6182941833199995
C Er Fe,0.6182485898666666
Cs I N,0.618241644033333
Ca Fe Pb,0.6180445093333327
H Mg Nb,0.6180287493999999
Br N Se,0.6179567263333329
Fe O Re,0.6179246477333337
Cl N Si,0.6177946215333332
Fe Mo P,0.6177157235666667
Fe Rb Te,0.6176605504000001
Fe Mn Zr,0.6176366423333335
Fe Ni V,0.6176028655333333
Al N Sr,0.6175980715966665
Ca N O,0.6173906822999998
Fe O Si,0.6172561188666672
C Fe W,0.6172536433166665
Fe Mn Sn,0.6171725706666668
Ce Fe Ga,0.6171345499000002
As Fe Pr,0.6170141187666672
B Li Mg,0.6169052099000002
Fe Ge Mo,0.616904007433333
Cu Fe Sn,0.6166771568333336
Al Fe Mn,0.6166155992000001
Cs F Fe,0.6165437424000003
Fe Gd V,0.6160550671666666
N Pt Zr,0.6160010091999996
K N Ta,0.615776458
Cs Fe I,0.6157074020333333
Fe O S,0.6156617436666666
Al Fe Zr,0.6155896029466665
Fe Mo Si,0.6155868873666668
Fe Sn Zr,0.6153955079666663
Ce Li N,0.6153382082666664
Fe O Sb,0.6153112775799996
N Na Ta,0.6147524207199999
B C Nb,0.6146361765666666
