y_true,y_predict
1,0.8160659470556777
0,0.31642835833485095
0,0.2518238431497557
1,0.22729693752129068
0,0.5188964398744543
0,0.36926823969996664
0,0.5406731037170056
1,0.7918099991112115
1,0.44320292214375684
0,0.2454877999872654
0,0.2280056849737223
0,0.6380647299662001
0,0.31442068275266294
0,0.43272181045660035
0,0.3410324375544009
1,0.6637129119718738
1,0.7645937009891318
1,0.46096301582000265
1,0.6751283631403155
0,0.3393851932894166
1,0.7904822922725063
0,0.4330770287583893
0,0.7460509386058818
1,0.827916743336896
0,0.22978246261601679
1,0.6648499527593762
1,0.4381947940861645
1,0.6459396640806466
0,0.7781038335690458
1,0.7664350223550811
0,0.4428926840725633
1,0.45699763368701296
0,0.34945933580902916
0,0.5273304555266101
0,0.5000979974440849
0,0.38205194878007703
1,0.6918544950000411
0,0.25647453595562086
0,0.3332480904777504
0,0.23302833661820543
0,0.4679992707059693
0,0.22601585805163565
0,0.6059145823215526
0,0.5122264217695099
1,0.35470580520481126
0,0.46599440838367556
1,0.8160620274583501
0,0.43258298298841885
0,0.37990178976711014
1,0.7282269150507186
0,0.3944130471316012
1,0.8736230249277306
0,0.27839287930728884
1,0.7987577025732532
1,0.2810569376398639
0,0.22166594838350837
1,0.6129958099553281
0,0.42537516708424383
1,0.6511278506366845
0,0.29935293578016736
0,0.2664377540130405
1,0.7995026546788211
0,0.3202450178631065
0,0.4265257194437001
0,0.26020689752401305
1,0.7829233400034715
1,0.8081519913615506
1,0.4090091569929884
1,0.674161861648565
1,0.786326680840043
1,0.46321978392866825
0,0.3206518868571013
0,0.817321335857271
0,0.41680906975295434
0,0.3543612933917453
1,0.8495088218891379
0,0.5225651679542602
0,0.3599714995186732
1,0.6692315086999348
1,0.38162703566335693
0,0.39283035998829446
1,0.5379969654172665
0,0.44694632954510505
0,0.3786139333794411
0,0.2441749697570196
0,0.6765632482124153
0,0.3029145855392529
0,0.2881186403209257
0,0.4833573640097586
1,0.4290105924933556
0,0.40783473733277875
1,0.7883847558689757
0,0.42208157179726596
0,0.36694057741418606
0,0.47036915649426253
1,0.5275485701514459
1,0.41472467144332364
0,0.28191775020874604
0,0.5074595268382918
0,0.231839175472505
0,0.3685791385923148
0,0.48820273538911335
1,0.7519579999907979
1,0.8117066869243278
1,0.5872879263044802
1,0.4406904921206172
1,0.6992703991855962
0,0.22163776563562532
0,0.6682738564731834
0,0.526786464151165
1,0.6174476236265997
1,0.8238231637685509
0,0.5938457461766116
0,0.26751137971047617
1,0.30319287618361485
0,0.7172316419052283
1,0.7726206192097647
1,0.342454788421934
0,0.4329162806981731
