phases,av. probability,norm. score
Cl Dy Sn,0.7428299961999999,0.099010242856808
Bi Cl Eu,0.7428280662333331,0.077958908980701
Br Pa Te,0.7428273814666666,0.1300423207564158
Cl In Pa,0.7428040150333336,0.1380257808240634
Cl Sm Sn,0.7427884376333332,0.1007057222084862
Br P Te,0.742785394433333,0.1698955981656721
Ac Br Te,0.7427842651333336,0.1253209315676143
Cl In Np,0.7426946154333336,0.131987490353574
Cl In Tb,0.7426865376999997,0.0926072687099553
Cl Tl U,0.7426679871666665,0.0786136643357358
Cl Rb Th,0.7426566563333337,0.0716075115834968
Cl Ga U,0.7426548206999998,0.1252015680887767
Br Np Te,0.7426534210999998,0.1238520955098839
Cl Nd Pb,0.7426411722666664,0.0707012739826484
Cl Sn Tc,0.7426223933666668,0.1745310597806536
Br Eu Te,0.7426214741333332,0.0819590605739696
Cl H Sb,0.7426112835333336,0.2092740662605048
Br Nd Te,0.7426018860666669,0.0922634123788617
Al Cl Cs,0.7425949520000001,0.1572767733623515
Br Te Y,0.742593858066667,0.1277037190481917
Bi Cl Sc,0.742590283933333,0.0748851011415368
Cl Sb Tm,0.7425873554000002,0.1131681115618733
Bi Cl Lu,0.742574057866667,0.0766475863875049
Cl Ga Tc,0.7425739187333332,0.1294927418608285
Cl Pb Y,0.7425313680000001,0.0800494348738938
Cl N Te,0.7425304148333334,0.2040185304115152
Cl Pb Pm,0.7425150139666665,0.0858902290794583
Cl Pm Rb,0.7424964571666669,0.0834054290797114
Cl Sb Tc,0.7424930352666663,0.1926215039164143
Bi Cl Re,0.7424878955000002,0.0937304328767888
Cl Ga Pm,0.7424623985666662,0.1266052792450067
Cl Er Sb,0.7424410383666662,0.1202728353792575
As Cl Ho,0.7424383691000002,0.0947681013010272
Cl Ga Th,0.7424247998666668,0.116172024419491
Br Lu Te,0.7424210802333331,0.0778913561613408
Cl Ho Pb,0.7424210279333329,0.0687630971594943
Ac Cl Ga,0.7423284118333334,0.1528323707752462
Cl Sn Tm,0.7423136273999996,0.0925860258030451
Cl Ga Pu,0.7423131632333333,0.1435031812883246
Br Ce Te,0.7422709913666665,0.0909969691418062
Ac Cl Rb,0.7422680521666667,0.1127339210363081
As Cl Nd,0.7422591435666669,0.0981905642567317
Cl Pa Rb,0.7422431162666668,0.1176165643051297
Cl Pb Pr,0.7422411239333326,0.0689025241403461
Cl Eu Pb,0.7422318809999999,0.0690466871061076
Cl Np Rb,0.7421890850666669,0.1112571699763309
Be Cl Tl,0.7421889459999992,0.1055481948918912
Cl Pb Sm,0.7421836180999999,0.0688648534952584
Cl Dy Pb,0.7421553779666666,0.068740151306144
Cl Gd Sb,0.7421455947666663,0.1134749665062365
Cl Th Tl,0.7421334970333332,0.068248804484961
Cl P U,0.7421232059,0.1317142193468312
As Cl Ge,0.7420819033999998,0.2227114330821203
Bi Cl Er,0.7420556813333332,0.0779922495878797
Cl Na Te,0.7420536820333336,0.1491496092292681
Be Cl Rb,0.7420532673333334,0.1201317399266181
Br Gd Te,0.7420478659999996,0.0806304312651532
Br Ge Te,0.7420432937333336,0.1730574281444105
Cl Pu Tl,0.7420345951999998,0.0992894658115141
Be Cl In,0.7420118983999997,0.1748815593120765
Cl Gd Sn,0.7420103125333327,0.0928988286644547
Cl Er Sn,0.7419821725333333,0.1001002560197532
As Cl Pr,0.7419786451333331,0.0941642202432228
As Cl Sm,0.7419755329333331,0.0947254972627417
As Cl Eu,0.7419586810999999,0.0880373187927048
Br Cl Cu,0.7419570977666667,0.221593650981437
Cl Pb Sc,0.741953449733333,0.065856257965735
Cl P Tc,0.7419527547333331,0.1359418357138224
Cl K P,0.7419466567666665,0.2017815506131129
Br Er Te,0.7419390086333327,0.088103205391446
Cl Ga Tb,0.7418857440666666,0.1141551413700189
Cl Ga Pa,0.7418856473,0.1572232543251087
As Cl Lu,0.7418825000666666,0.0840853032940679
Cl Ga Np,0.7418745035999996,0.1513001117531021
Br I Ru,0.7418574583999994,0.1278611087494436
Be Cl Ga,0.7418543991666663,0.2282392519959147
Ac Cl Tl,0.7418340871666668,0.1097538471571494
Cl Lu Pb,0.7418229396333333,0.0676723608612231
Al As Cl,0.7418158579333328,0.1926713061029468
Br Tc Te,0.7417760966333331,0.1345402083566325
Ce Cl Sn,0.7417597646333334,0.1028764081078317
Cl P Th,0.7417222682999997,0.1228423262650626
Cl Pa Tl,0.7417071618666662,0.114674241748993
Cl Eu In,0.741698694933333,0.0910715980363153
Cl Ho In,0.7416720832999999,0.0977204595935803
Cl Np Tl,0.7416698399999998,0.1082477402238468
As Cl H,0.7416551968333328,0.158422839900398
Cl P Pm,0.741648108133333,0.1331003397566566
Cl Ge Tl,0.7416472287666667,0.1860009638716494
Ce Cl Sb,0.7416420630666664,0.122898624625927
Cl In Nd,0.7416413906666659,0.1011181056468719
As Cl Y,0.7416331115666664,0.1156230770602413
Br Te Tm,0.7415978273666662,0.0802995837330999
As Cl Dy,0.7415818914666668,0.0929991914130848
Cl Ga Ge,0.7415814332333326,0.3690169581208325
Br Cl Fe,0.7415607156999999,0.158145877144942
Br Se Te,0.7415581601666665,0.1701115065554169
Cl Sb Y,0.7415566728666665,0.186562125064984
Cl Re Sb,0.7415463116000003,0.1294452177765286
Ac Cl P,0.7415343599666661,0.1589246688768397
Cl P Pu,0.7415124414666666,0.1497343719717461
Br Sc Te,0.7415116652333329,0.1298703455831201
Cl Re Sn,0.7414660259666666,0.109748262296547
Br Hf Te,0.7414660021333332,0.0824409571028487
Cl Sn Y,0.7414611930999997,0.1682231598809223
Bi Cl Tm,0.741456399233333,0.075733165028312
Cl Ge In,0.7414350046666667,0.2442919166129678
Cl P Pa,0.7413945076333333,0.163286040460243
Cl Er Pb,0.741389551666667,0.0690575692926898
Br Cd Te,0.7413355520333336,0.1182015884218111
Cl In Lu,0.7413199726000002,0.0871568713602968
Cl Sb Yb,0.7413107544666659,0.1100876432905338
Cl P Tb,0.7413005046999999,0.1208234846298647
Cl Sb Sc,0.7412755938999998,0.175957024653766
As Cl Tm,0.7411317623333332,0.0864489788253976
Cl Sc Sn,0.7411226763333328,0.1571469959912304
Br I Mg,0.7411213764999998,0.1530758914649833
Cl Np P,0.7410946657666667,0.1577043982354695
B Br I,0.7410582271999996,0.1602237022466936
As Cl Er,0.7410506584666666,0.0941103720130515
Cl Pb Se,0.7410464892000002,0.1334779758833252
Cl Sn Yb,0.7410426098999998,0.0893321935587678
Cl H In,0.7410366445999997,0.1831762211471337
Cl Pb Re,0.7410347485333333,0.0851939534394401
Al Cl Tl,0.7410050410666671,0.1533257510226919
Br I V,0.7409951010999998,0.1355482744436824
Br Te Yb,0.7409889381999998,0.0769406481957295
Bi Ce Cl,0.7409572317666668,0.0780465314463108
Bi C Cl,0.7409324391333334,0.1236721230070414
Cl H Tl,0.7409289131999995,0.1153828529204726
Cl Ga Ho,0.7409287104333326,0.1189719164752086
Bi Cl Yb,0.7409217055000001,0.0723923615004693
C Cl Pb,0.7409129895666663,0.1158475090883766
Cl Tb Tl,0.7408989192999994,0.0754601289725544
Bi Br Sb,0.7408916484333329,0.1291838333891693
As Cl Gd,0.7408864077666666,0.0867584539341655
Al Cl Ga,0.7408862754333335,0.2647630038242063
Cl K Th,0.7408754619333331,0.1013372095641989
Cl Dy In,0.740866908066667,0.0959715223453021
Cl Hf Sb,0.7408320991666659,0.1151480072583332
Br Na Te,0.7408297337999997,0.1415816410775469
Cl Ga Nd,0.7408288632666667,0.1221701591536835
Bi Cl Gd,0.7408262558666666,0.0804495173257671
Cl Tc Tl,0.740821201933334,0.0942318629547853
Cl Hf Sn,0.7408183794666667,0.0946803968576315
Cl Eu Ga,0.740817110433333,0.1127042978021361
Be Cl P,0.7406853390333337,0.2073548616429918
Cl H P,0.7406589285666665,0.2150805562193106
As Cl Se,0.7406513085,0.2105447891201276
Cl Ga Pr,0.7406096151666665,0.1184090759211063
Cl Se Sn,0.7405922329666667,0.2117049930849202
Cl Pb Tm,0.7405671289666665,0.0667335811905478
As Bi Br,0.7405471107666666,0.1062314337446495
Cl Er In,0.7405007496,0.0970700349962395
Cl In Tm,0.7404882129000001,0.0894906799658689
Cl Ga Sm,0.7404828971999997,0.1189303697364548
Bi Br Pb,0.7404698448666661,0.073441212783993
Cl Nd P,0.7404624437666666,0.128693411162182
Cl K Pm,0.7404480462666665,0.11219262471608
Cl Cs H,0.7404231259666667,0.1197616157541339
Cl Hg U,0.7404121057666667,0.0717278131570804
Cl Ga Lu,0.7404094343,0.1090326169266753
Cl Ga Y,0.7403937565333335,0.1385195594771154
Ac Cl K,0.7403907525999996,0.1393955385168498
Cl K Pa,0.7403793373666668,0.1439509026832467
As Cl Re,0.7403793148000001,0.1039075580355289
I Te U,0.7403665243333334,0.0975239359866194
As Ce Cl,0.7403577907333332,0.0969396430618646
Cl Ho P,0.7403453179333328,0.1255453339450839
Cl Cr Te,0.7403082151333336,0.1184691911953681
Bi Cd Cl,0.7402845979999996,0.0781860289881022
Br I Ti,0.7402576958333331,0.1336584137698482
Cl K Np,0.7402276687999999,0.1380287413772529
Br N Te,0.7402178723666664,0.1973455533818298
Br I Mn,0.7402024202333328,0.1560862606462578
As Br Pb,0.740180599233333,0.0980086145233977
Ce Cl Pb,0.7401610228,0.069124172024166
Cl Dy Ga,0.7401316220999996,0.1173231896688399
As Br Cs,0.7400589957000002,0.1087395394302289
Cl Pm Tl,0.7400543948333329,0.0923273911315644
Cl In Tc,0.7400392467333335,0.1654804770880266
Br Pb Sb,0.7400285932666666,0.1214489375339129
Cl Hg Th,0.7400200770666667,0.0611289556709242
Cl Lu P,0.740015991166667,0.1157976681957708
Bi Cl Si,0.7400106665333333,0.1620978634950032
Cl Gd Pb,0.7400067724333331,0.0715811153676725
Cl H Rb,0.7399970254666663,0.1295956735934898
Cl Eu P,0.7399716090666666,0.1194007307981229
Cl P Pr,0.7399606554666661,0.1249989305748309
Be Cl U,0.7399241875999998,0.1001781922907538
As Cl Sc,0.7399210965333334,0.1206286594564618
